DELIVERY_DATE,TYPE_OF_RESERVES,PRODUCT,ENERGY_PRICE_[EUR/MWh],OFFERED_CAPACITY_[MW],ALLOCATED_CAPACITY_[MW],COUNTRY
2024-09-01,aFRR,NEG_031,112.59,5,5,DE
2024-09-01,aFRR,NEG_031,112.6,5,5,DE
2024-09-01,aFRR,NEG_031,112.61,5,5,DE
2024-09-01,aFRR,NEG_031,112.62,5,5,DE
2024-09-01,aFRR,NEG_031,112.63,5,5,DE
2024-09-01,aFRR,NEG_031,112.64,5,5,DE
2024-09-01,aFRR,NEG_031,112.65,5,5,DE
2024-09-01,aFRR,NEG_031,112.66,5,5,DE
2024-09-01,aFRR,NEG_031,112.67,5,5,DE
2024-09-01,aFRR,NEG_031,112.68,5,5,DE
2024-09-01,aFRR,NEG_031,112.7,5,5,DE
2024-09-01,aFRR,NEG_031,112.71,5,5,DE
2024-09-01,aFRR,NEG_031,112.72,5,5,DE
2024-09-01,aFRR,NEG_031,112.73,5,5,DE
2024-09-01,aFRR,NEG_031,112.74,5,5,DE
2024-09-01,aFRR,NEG_031,112.75,5,5,DE
2024-09-01,aFRR,NEG_031,112.76,5,5,DE
2024-09-01,aFRR,NEG_031,112.77,5,5,DE
2024-09-01,aFRR,NEG_031,112.78,5,5,DE
2024-09-01,aFRR,NEG_031,112.79,5,5,DE
2024-09-01,aFRR,NEG_031,112.8,5,5,DE
2024-09-01,aFRR,NEG_031,112.81,5,5,DE
2024-09-01,aFRR,NEG_031,112.82,5,5,DE
2024-09-01,aFRR,NEG_031,112.83,5,5,DE
2024-09-01,aFRR,NEG_031,112.84,5,5,DE
2024-09-01,aFRR,NEG_031,112.85,5,5,DE
2024-09-01,aFRR,NEG_031,112.87,5,5,DE
2024-09-01,aFRR,NEG_031,112.88,5,5,DE
2024-09-01,aFRR,NEG_031,112.88,5,5,DE
2024-09-01,aFRR,NEG_031,112.89,5,5,DE
2024-09-01,aFRR,NEG_031,112.9,5,5,DE
2024-09-01,aFRR,NEG_031,112.91,5,5,DE
2024-09-01,aFRR,NEG_031,112.92,5,5,DE
2024-09-01,aFRR,NEG_031,112.93,5,5,DE
2024-09-01,aFRR,NEG_031,112.94,5,5,DE
2024-09-01,aFRR,NEG_031,112.95,5,5,DE
2024-09-01,aFRR,NEG_031,112.96,5,5,DE
2024-09-01,aFRR,NEG_031,112.97,5,5,DE
2024-09-01,aFRR,NEG_031,112.98,5,5,DE
2024-09-01,aFRR,NEG_031,112.99,5,5,DE
2024-09-01,aFRR,NEG_031,113.0,1,1,DE
2024-09-01,aFRR,NEG_031,113.0,5,5,DE
2024-09-01,aFRR,NEG_031,113.02,5,5,DE
2024-09-01,aFRR,NEG_031,113.03,5,5,DE
2024-09-01,aFRR,NEG_031,113.04,5,5,DE
2024-09-01,aFRR,NEG_031,113.05,5,5,DE
2024-09-01,aFRR,NEG_031,113.06,5,5,DE
2024-09-01,aFRR,NEG_031,113.07,5,5,DE
2024-09-01,aFRR,NEG_031,113.08,5,5,DE
2024-09-01,aFRR,NEG_031,113.09,5,5,DE
2024-09-01,aFRR,NEG_031,113.1,5,5,DE
2024-09-01,aFRR,NEG_031,113.11,5,5,DE
2024-09-01,aFRR,NEG_031,113.12,5,5,DE
2024-09-01,aFRR,NEG_031,113.13,5,5,DE
2024-09-01,aFRR,NEG_031,113.14,5,5,DE
2024-09-01,aFRR,NEG_031,113.15,5,5,DE
2024-09-01,aFRR,NEG_031,113.16,5,5,DE
2024-09-01,aFRR,NEG_031,113.17,5,5,DE
2024-09-01,aFRR,NEG_031,113.19,5,5,DE
2024-09-01,aFRR,NEG_031,113.2,5,5,DE
2024-09-01,aFRR,NEG_031,113.21,5,5,DE
2024-09-01,aFRR,NEG_031,113.22,5,5,DE
2024-09-01,aFRR,NEG_031,113.23,5,5,DE
2024-09-01,aFRR,NEG_031,113.24,5,5,DE
2024-09-01,aFRR,NEG_031,113.25,5,5,DE
2024-09-01,aFRR,NEG_031,113.26,5,5,DE
2024-09-01,aFRR,NEG_031,113.27,5,5,DE
2024-09-01,aFRR,NEG_031,113.28,5,5,DE
2024-09-01,aFRR,NEG_031,113.29,5,5,DE
2024-09-01,aFRR,NEG_031,113.48,5,5,DE
2024-09-01,aFRR,NEG_031,113.53,5,5,DE
2024-09-01,aFRR,NEG_031,113.59,5,5,DE
2024-09-01,aFRR,NEG_031,113.65,5,5,DE
2024-09-01,aFRR,NEG_031,113.71,5,5,DE
2024-09-01,aFRR,NEG_031,113.77,5,5,DE
2024-09-01,aFRR,NEG_031,113.82,5,5,DE
2024-09-01,aFRR,NEG_031,113.88,5,5,DE
2024-09-01,aFRR,NEG_031,113.94,5,5,DE
2024-09-01,aFRR,NEG_031,114.0,5,5,DE
2024-09-01,aFRR,NEG_031,114.06,5,5,DE
2024-09-01,aFRR,NEG_031,114.12,5,5,DE
2024-09-01,aFRR,NEG_031,114.18,5,5,DE
2024-09-01,aFRR,NEG_031,114.24,5,5,DE
2024-09-01,aFRR,NEG_031,114.3,5,5,DE
2024-09-01,aFRR,NEG_031,114.34,1,1,DE
2024-09-01,aFRR,NEG_031,114.36,5,5,DE
2024-09-01,aFRR,NEG_031,114.41,5,5,DE
2024-09-01,aFRR,NEG_031,114.47,5,5,DE
2024-09-01,aFRR,NEG_031,114.53,5,5,DE
2024-09-01,aFRR,NEG_031,114.59,5,5,DE
2024-09-01,aFRR,NEG_031,114.65,5,5,DE
2024-09-01,aFRR,NEG_031,114.71,5,5,DE
2024-09-01,aFRR,NEG_031,114.77,5,5,DE
2024-09-01,aFRR,NEG_031,114.83,5,5,DE
2024-09-01,aFRR,NEG_031,114.89,5,5,DE
2024-09-01,aFRR,NEG_031,114.95,5,5,DE
2024-09-01,aFRR,NEG_031,115.0,5,5,DE
2024-09-01,aFRR,NEG_031,115.06,5,5,DE
2024-09-01,aFRR,NEG_031,115.12,5,5,DE
2024-09-01,aFRR,NEG_031,115.18,5,5,DE
2024-09-01,aFRR,NEG_031,115.19,5,5,DE
2024-09-01,aFRR,NEG_031,115.21,5,5,DE
2024-09-01,aFRR,NEG_031,115.24,4,4,DE
2024-09-01,aFRR,NEG_031,115.24,5,5,DE
2024-09-01,aFRR,NEG_031,115.26,5,5,DE
2024-09-01,aFRR,NEG_031,115.28,5,5,DE
2024-09-01,aFRR,NEG_031,142.43,1,1,DE
2024-09-01,aFRR,NEG_031,149.0,1,1,DE
2024-09-01,aFRR,NEG_031,149.01,5,5,DE
2024-09-01,aFRR,NEG_031,152.5,10,10,DE
2024-09-01,aFRR,NEG_031,195.0,1,1,DE
2024-09-01,aFRR,NEG_031,198.0,1,1,DE
2024-09-01,aFRR,NEG_031,198.0,1,1,DE
2024-09-01,aFRR,NEG_031,198.0,1,1,DE
2024-09-01,aFRR,NEG_031,198.0,1,1,DE
2024-09-01,aFRR,NEG_031,198.0,1,1,DE
2024-09-01,aFRR,NEG_031,198.0,1,1,DE
2024-09-01,aFRR,NEG_031,198.0,1,1,DE
2024-09-01,aFRR,NEG_031,198.0,1,1,DE
2024-09-01,aFRR,NEG_031,198.0,1,1,DE
2024-09-01,aFRR,NEG_031,198.0,1,1,DE
2024-09-01,aFRR,NEG_031,198.0,1,1,DE
2024-09-01,aFRR,NEG_031,198.0,1,1,DE
2024-09-01,aFRR,NEG_031,198.0,1,1,DE
2024-09-01,aFRR,NEG_031,198.0,1,1,DE
2024-09-01,aFRR,NEG_031,198.0,1,1,DE
2024-09-01,aFRR,NEG_031,198.0,1,1,DE
2024-09-01,aFRR,NEG_031,198.0,1,1,DE
2024-09-01,aFRR,NEG_031,198.0,1,1,DE
2024-09-01,aFRR,NEG_031,198.0,1,1,DE
2024-09-01,aFRR,NEG_031,198.0,1,1,DE
2024-09-01,aFRR,NEG_031,198.0,1,1,DE
2024-09-01,aFRR,NEG_031,198.0,1,1,DE
2024-09-01,aFRR,NEG_031,198.0,1,1,DE
2024-09-01,aFRR,NEG_031,198.0,1,1,DE
2024-09-01,aFRR,NEG_031,198.0,1,1,DE
2024-09-01,aFRR,NEG_031,198.0,1,1,DE
2024-09-01,aFRR,NEG_031,198.0,1,1,DE
2024-09-01,aFRR,NEG_031,198.0,1,1,DE
2024-09-01,aFRR,NEG_031,198.0,1,1,DE
2024-09-01,aFRR,NEG_031,198.0,1,1,DE
2024-09-01,aFRR,NEG_031,199.0,5,5,DE
2024-09-01,aFRR,NEG_031,225.0,1,1,DE
2024-09-01,aFRR,NEG_031,225.0,1,1,DE
2024-09-01,aFRR,NEG_031,230.0,37,37,DE
2024-09-01,aFRR,NEG_031,231.25,1,1,DE
2024-09-01,aFRR,NEG_031,237.51,1,1,DE
2024-09-01,aFRR,NEG_031,243.77,1,1,DE
2024-09-01,aFRR,NEG_031,250.0,5,5,DE
2024-09-01,aFRR,NEG_031,250.0,2,2,DE
2024-09-01,aFRR,NEG_031,250.0,24,24,DE
2024-09-01,aFRR,NEG_031,250.02,1,1,DE
2024-09-01,aFRR,NEG_031,256.28,1,1,DE
2024-09-01,aFRR,NEG_031,257.85,1,1,DE
2024-09-01,aFRR,NEG_031,262.54,1,1,DE
2024-09-01,aFRR,NEG_031,268.8,1,1,DE
2024-09-01,aFRR,NEG_031,275.0,5,5,DE
2024-09-01,aFRR,NEG_031,275.0,1,1,DE
2024-09-01,aFRR,NEG_031,275.05,1,1,DE
2024-09-01,aFRR,NEG_031,281.31,1,1,DE
2024-09-01,aFRR,NEG_031,287.57,1,1,DE
2024-09-01,aFRR,NEG_031,290.71,1,1,DE
2024-09-01,aFRR,NEG_031,293.82,1,1,DE
2024-09-01,aFRR,NEG_031,300.0,1,1,DE
2024-09-01,aFRR,NEG_031,300.0,1,1,DE
2024-09-01,aFRR,NEG_031,300.0,1,1,DE
2024-09-01,aFRR,NEG_031,300.0,4,4,DE
2024-09-01,aFRR,NEG_031,300.0,1,1,DE
2024-09-01,aFRR,NEG_031,300.0,1,1,DE
2024-09-01,aFRR,NEG_031,300.0,1,1,DE
2024-09-01,aFRR,NEG_031,300.0,1,1,DE
2024-09-01,aFRR,NEG_031,300.0,1,1,DE
2024-09-01,aFRR,NEG_031,300.0,1,1,DE
2024-09-01,aFRR,NEG_031,300.0,1,1,DE
2024-09-01,aFRR,NEG_031,300.0,1,1,DE
2024-09-01,aFRR,NEG_031,300.0,1,1,DE
2024-09-01,aFRR,NEG_031,300.0,1,1,DE
2024-09-01,aFRR,NEG_031,300.0,88,88,DE
2024-09-01,aFRR,NEG_031,300.08,1,1,DE
2024-09-01,aFRR,NEG_031,301.0,1,1,DE
2024-09-01,aFRR,NEG_031,306.34,1,1,DE
2024-09-01,aFRR,NEG_031,312.6,1,1,DE
2024-09-01,aFRR,NEG_031,313.4,1,1,DE
2024-09-01,aFRR,NEG_031,318.85,1,1,DE
2024-09-01,aFRR,NEG_031,323.12,1,1,DE
2024-09-01,aFRR,NEG_031,323.57,1,1,DE
2024-09-01,aFRR,NEG_031,325.11,1,1,DE
2024-09-01,aFRR,NEG_031,325.8,1,1,DE
2024-09-01,aFRR,NEG_031,330.6,1,1,DE
2024-09-01,aFRR,NEG_031,331.37,1,1,DE
2024-09-01,aFRR,NEG_031,332.72,1,1,DE
2024-09-01,aFRR,NEG_031,337.62,1,1,DE
2024-09-01,aFRR,NEG_031,338.2,1,1,DE
2024-09-01,aFRR,NEG_031,343.88,1,1,DE
2024-09-01,aFRR,NEG_031,350.0,59,59,DE
2024-09-01,aFRR,NEG_031,350.14,1,1,DE
2024-09-01,aFRR,NEG_031,350.6,1,1,DE
2024-09-01,aFRR,NEG_031,356.4,1,1,DE
2024-09-01,aFRR,NEG_031,356.42,1,1,DE
2024-09-01,aFRR,NEG_031,362.65,1,1,DE
2024-09-01,aFRR,NEG_031,363.0,1,1,DE
2024-09-01,aFRR,NEG_031,368.4,1,1,DE
2024-09-01,aFRR,NEG_031,368.91,1,1,DE
2024-09-01,aFRR,NEG_031,375.17,1,1,DE
2024-09-01,aFRR,NEG_031,375.4,1,1,DE
2024-09-01,aFRR,NEG_031,380.0,5,5,DE
2024-09-01,aFRR,NEG_031,381.42,1,1,DE
2024-09-01,aFRR,NEG_031,387.68,1,1,DE
2024-09-01,aFRR,NEG_031,387.8,1,1,DE
2024-09-01,aFRR,NEG_031,389.28,1,1,DE
2024-09-01,aFRR,NEG_031,393.94,1,1,DE
2024-09-01,aFRR,NEG_031,395.0,4,4,DE
2024-09-01,aFRR,NEG_031,400.2,1,1,DE
2024-09-01,aFRR,NEG_031,400.2,1,1,DE
2024-09-01,aFRR,NEG_031,406.2,1,1,DE
2024-09-01,aFRR,NEG_031,406.45,1,1,DE
2024-09-01,aFRR,NEG_031,412.6,1,1,DE
2024-09-01,aFRR,NEG_031,412.71,1,1,DE
2024-09-01,aFRR,NEG_031,418.97,1,1,DE
2024-09-01,aFRR,NEG_031,422.14,1,1,DE
2024-09-01,aFRR,NEG_031,425.0,1,1,DE
2024-09-01,aFRR,NEG_031,425.22,1,1,DE
2024-09-01,aFRR,NEG_031,431.48,1,1,DE
2024-09-01,aFRR,NEG_031,437.74,1,1,DE
2024-09-01,aFRR,NEG_031,444.0,1,1,DE
2024-09-01,aFRR,NEG_031,444.0,1,1,DE
2024-09-01,aFRR,NEG_031,450.0,1,1,DE
2024-09-01,aFRR,NEG_031,455.0,1,1,DE
2024-09-01,aFRR,NEG_031,500.0,2,2,DE
2024-09-01,aFRR,NEG_031,500.0,2,2,DE
2024-09-01,aFRR,NEG_031,500.0,1,1,DE
2024-09-01,aFRR,NEG_031,500.0,10,10,DE
2024-09-01,aFRR,NEG_031,506.22,1,1,DE
2024-09-01,aFRR,NEG_031,510.0,1,1,DE
2024-09-01,aFRR,NEG_031,523.01,1,1,DE
2024-09-01,aFRR,NEG_031,548.62,16,16,DE
2024-09-01,aFRR,NEG_031,574.0,3,3,DE
2024-09-01,aFRR,NEG_031,666.0,1,1,DE
2024-09-01,aFRR,NEG_031,666.0,1,1,DE
2024-09-01,aFRR,NEG_031,666.0,1,1,DE
2024-09-01,aFRR,NEG_031,700.0,1,1,DE
2024-09-01,aFRR,NEG_031,713.31,1,1,DE
2024-09-01,aFRR,NEG_031,903.6,1,1,DE
2024-09-01,aFRR,NEG_031,990.0,1,1,DE
2024-09-01,aFRR,NEG_031,1000.0,5,5,DE
2024-09-01,aFRR,NEG_031,1000.0,17,17,DE
2024-09-01,aFRR,NEG_031,1000.0,5,5,DE
2024-09-01,aFRR,NEG_031,1000.0,5,5,DE
2024-09-01,aFRR,NEG_031,1000.0,1,1,DE
2024-09-01,aFRR,NEG_031,1025.0,5,5,DE
2024-09-01,aFRR,NEG_031,1093.89,1,1,DE
2024-09-01,aFRR,NEG_031,1125.0,1,1,DE
2024-09-01,aFRR,NEG_031,1210.0,1,1,DE
2024-09-01,aFRR,NEG_031,1210.0,1,1,DE
2024-09-01,aFRR,NEG_031,1210.0,1,1,DE
2024-09-01,aFRR,NEG_031,1210.0,1,1,DE
2024-09-01,aFRR,NEG_031,1210.0,1,1,DE
2024-09-01,aFRR,NEG_031,1210.0,1,1,DE
2024-09-01,aFRR,NEG_031,1210.0,1,1,DE
2024-09-01,aFRR,NEG_031,1210.0,1,1,DE
2024-09-01,aFRR,NEG_031,1210.0,1,1,DE
2024-09-01,aFRR,NEG_031,1210.0,1,1,DE
2024-09-01,aFRR,NEG_031,1210.0,1,1,DE
2024-09-01,aFRR,NEG_031,1210.0,1,1,DE
2024-09-01,aFRR,NEG_031,1210.0,1,1,DE
2024-09-01,aFRR,NEG_031,1210.0,1,1,DE
2024-09-01,aFRR,NEG_031,1210.0,1,1,DE
2024-09-01,aFRR,NEG_031,1210.0,1,1,DE
2024-09-01,aFRR,NEG_031,1210.0,1,1,DE
2024-09-01,aFRR,NEG_031,1210.0,1,1,DE
2024-09-01,aFRR,NEG_031,1210.0,1,1,DE
2024-09-01,aFRR,NEG_031,1210.0,1,1,DE
2024-09-01,aFRR,NEG_031,1215.52,5,5,DE
2024-09-01,aFRR,NEG_031,1250.0,1,1,DE
2024-09-01,aFRR,NEG_031,1284.18,1,1,DE
2024-09-01,aFRR,NEG_031,1300.0,2,2,DE
2024-09-01,aFRR,NEG_031,1300.0,8,8,DE
2024-09-01,aFRR,NEG_031,1431.03,5,5,DE
2024-09-01,aFRR,NEG_031,1474.47,1,1,DE
2024-09-01,aFRR,NEG_031,1497.38,1,1,DE
2024-09-01,aFRR,NEG_031,1498.0,1,1,DE
2024-09-01,aFRR,NEG_031,1498.0,1,1,DE
2024-09-01,aFRR,NEG_031,1498.0,1,1,DE
2024-09-01,aFRR,NEG_031,1600.0,5,5,DE
2024-09-01,aFRR,NEG_031,1600.0,7,7,DE
2024-09-01,aFRR,NEG_031,1600.0,6,6,DE
2024-09-01,aFRR,NEG_031,1646.55,5,5,DE
2024-09-01,aFRR,NEG_031,1664.76,1,1,DE
2024-09-01,aFRR,NEG_031,1700.0,4,4,DE
2024-09-01,aFRR,NEG_031,1855.06,1,1,DE
2024-09-01,aFRR,NEG_031,1862.07,5,5,DE
2024-09-01,aFRR,NEG_031,2000.0,1,1,DE
2024-09-01,aFRR,NEG_031,2000.0,3,3,DE
2024-09-01,aFRR,NEG_031,2000.0,5,5,DE
2024-09-01,aFRR,NEG_031,2000.0,5,5,DE
2024-09-01,aFRR,NEG_031,2045.35,1,1,DE
2024-09-01,aFRR,NEG_031,2048.64,5,5,DE
2024-09-01,aFRR,NEG_031,2077.59,5,5,DE
2024-09-01,aFRR,NEG_031,2219.36,5,5,DE
2024-09-01,aFRR,NEG_031,2222.0,5,5,DE
2024-09-01,aFRR,NEG_031,2235.64,1,1,DE
2024-09-01,aFRR,NEG_031,2293.1,5,5,DE
2024-09-01,aFRR,NEG_031,2390.08,5,5,DE
2024-09-01,aFRR,NEG_031,2508.62,5,5,DE
2024-09-01,aFRR,NEG_031,2560.8,5,5,DE
2024-09-01,aFRR,NEG_031,2724.14,5,5,DE
2024-09-01,aFRR,NEG_031,2731.52,5,5,DE
2024-09-01,aFRR,NEG_031,2902.24,5,5,DE
2024-09-01,aFRR,NEG_031,2939.66,5,5,DE
2024-09-01,aFRR,NEG_031,3072.96,3,3,DE
2024-09-01,aFRR,NEG_031,3155.17,5,5,DE
2024-09-01,aFRR,NEG_031,3333.0,5,5,DE
2024-09-01,aFRR,NEG_031,3370.69,5,5,DE
2024-09-01,aFRR,NEG_031,3586.21,5,5,DE
2024-09-01,aFRR,NEG_031,3801.72,5,5,DE
2024-09-01,aFRR,NEG_031,4017.24,5,5,DE
2024-09-01,aFRR,NEG_031,4232.76,5,5,DE
2024-09-01,aFRR,NEG_031,4362.0,1,1,DE
2024-09-01,aFRR,NEG_031,4444.0,5,5,DE
2024-09-01,aFRR,NEG_031,4448.28,5,5,DE
2024-09-01,aFRR,NEG_031,4663.79,5,5,DE
2024-09-01,aFRR,NEG_031,4879.31,5,5,DE
2024-09-01,aFRR,NEG_031,4979.0,3,3,DE
2024-09-01,aFRR,NEG_031,4990.0,5,5,DE
2024-09-01,aFRR,NEG_031,5094.83,5,5,DE
2024-09-01,aFRR,NEG_031,5150.0,1,1,DE
2024-09-01,aFRR,NEG_031,5180.0,1,1,DE
2024-09-01,aFRR,NEG_031,5219.0,1,1,DE
2024-09-01,aFRR,NEG_031,5310.34,5,5,DE
2024-09-01,aFRR,NEG_031,5325.0,1,1,DE
2024-09-01,aFRR,NEG_031,5500.0,1,1,DE
2024-09-01,aFRR,NEG_031,5525.86,5,5,DE
2024-09-01,aFRR,NEG_031,5675.0,1,1,DE
2024-09-01,aFRR,NEG_031,5741.38,5,5,DE
2024-09-01,aFRR,NEG_031,5850.0,1,1,DE
2024-09-01,aFRR,NEG_031,5956.9,5,5,DE
2024-09-01,aFRR,NEG_031,5998.0,1,1,DE
2024-09-01,aFRR,NEG_031,6025.0,1,1,DE
2024-09-01,aFRR,NEG_031,6172.41,5,5,DE
2024-09-01,aFRR,NEG_031,6200.0,1,1,DE
2024-09-01,aFRR,NEG_031,6285.0,1,1,DE
2024-09-01,aFRR,NEG_031,6375.0,1,1,DE
2024-09-01,aFRR,NEG_031,6387.93,5,5,DE
2024-09-01,aFRR,NEG_031,6550.0,1,1,DE
2024-09-01,aFRR,NEG_031,6603.45,5,5,DE
2024-09-01,aFRR,NEG_031,6725.0,1,1,DE
2024-09-01,aFRR,NEG_031,6816.0,1,1,DE
2024-09-01,aFRR,NEG_031,6817.0,3,3,DE
2024-09-01,aFRR,NEG_031,6818.97,5,5,DE
2024-09-01,aFRR,NEG_031,6900.0,1,1,DE
2024-09-01,aFRR,NEG_031,7034.48,5,5,DE
2024-09-01,aFRR,NEG_031,7075.0,1,1,DE
2024-09-01,aFRR,NEG_031,7250.0,1,1,DE
2024-09-01,aFRR,NEG_031,7250.0,4,4,DE
2024-09-01,aFRR,NEG_031,7351.0,1,1,DE
2024-09-01,aFRR,NEG_031,7425.0,1,1,DE
2024-09-01,aFRR,NEG_031,7600.0,1,1,DE
2024-09-01,aFRR,NEG_031,7634.0,1,1,DE
2024-09-01,aFRR,NEG_031,7775.0,1,1,DE
2024-09-01,aFRR,NEG_031,7950.0,1,1,DE
2024-09-01,aFRR,NEG_031,8000.0,1,1,DE
2024-09-01,aFRR,NEG_031,8125.0,1,1,DE
2024-09-01,aFRR,NEG_031,8300.0,1,1,DE
2024-09-01,aFRR,NEG_031,8417.0,1,1,DE
2024-09-01,aFRR,NEG_031,8438.0,3,3,DE
2024-09-01,aFRR,NEG_031,8452.0,1,1,DE
2024-09-01,aFRR,NEG_031,8475.0,1,1,DE
2024-09-01,aFRR,NEG_031,8650.0,1,1,DE
2024-09-01,aFRR,NEG_031,8825.0,1,1,DE
2024-09-01,aFRR,NEG_031,9000.0,1,1,DE
2024-09-01,aFRR,NEG_031,9151.0,1,1,DE
2024-09-01,aFRR,NEG_031,9175.0,1,1,DE
2024-09-01,aFRR,NEG_031,9270.0,1,1,DE
2024-09-01,aFRR,NEG_031,9350.0,1,1,DE
2024-09-01,aFRR,NEG_031,9483.0,1,1,DE
2024-09-01,aFRR,NEG_031,9525.0,1,1,DE
2024-09-01,aFRR,NEG_031,9700.0,1,1,DE
2024-09-01,aFRR,NEG_031,9875.0,1,1,DE
2024-09-01,aFRR,NEG_031,9999.0,3,3,DE
2024-09-01,aFRR,NEG_031,10050.0,1,1,DE
2024-09-01,aFRR,NEG_031,10059.0,3,3,DE
2024-09-01,aFRR,NEG_031,10089.0,1,1,DE
2024-09-01,aFRR,NEG_031,10119.0,1,1,DE
2024-09-01,aFRR,NEG_031,10225.0,1,1,DE
2024-09-01,aFRR,NEG_031,10400.0,1,1,DE
2024-09-01,aFRR,NEG_031,10548.0,1,1,DE
2024-09-01,aFRR,NEG_031,10575.0,1,1,DE
2024-09-01,aFRR,NEG_031,10750.0,1,1,DE
2024-09-01,aFRR,NEG_031,10907.0,1,1,DE
2024-09-01,aFRR,NEG_031,10925.0,1,1,DE
2024-09-01,aFRR,NEG_031,11087.0,1,1,DE
2024-09-01,aFRR,NEG_031,11614.0,1,1,DE
2024-09-01,aFRR,NEG_031,11680.0,3,3,DE
2024-09-01,aFRR,NEG_031,11725.0,1,1,DE
2024-09-01,aFRR,NEG_031,12056.0,1,1,DE
2024-09-01,aFRR,NEG_031,12543.0,1,1,DE
2024-09-01,aFRR,NEG_031,12680.0,1,1,DE
2024-09-01,aFRR,NEG_031,13024.0,1,1,DE
2024-09-01,aFRR,NEG_031,13301.0,3,3,DE
2024-09-01,aFRR,NEG_031,13361.0,1,1,DE
2024-09-01,aFRR,NEG_031,13746.0,1,1,DE
2024-09-01,aFRR,NEG_031,13992.0,1,1,DE
2024-09-01,aFRR,NEG_031,14179.0,1,1,DE
2024-09-01,aFRR,NEG_031,14812.0,1,1,DE
2024-09-01,aFRR,NEG_031,14900.0,58,58,DE
2024-09-01,aFRR,NEG_031,14922.0,1,1,DE
2024-09-01,aFRR,NEG_031,14960.0,1,1,DE
2024-09-01,aFRR,NEG_031,14998.0,20,20,DE
2024-09-01,aFRR,NEG_031,14999.0,3,3,DE
2024-09-01,aFRR,NEG_031,14999.02,5,5,DE
2024-09-01,aFRR,NEG_031,14999.03,5,5,DE
2024-09-01,aFRR,NEG_031,15000.0,1,1,DE
2024-09-01,aFRR,NEG_031,15000.0,1,1,DE
2024-09-01,aFRR,NEG_031,15000.0,1,1,DE
2024-09-01,aFRR,NEG_031,15000.0,1,1,DE
2024-09-01,aFRR,NEG_031,15000.0,1,1,DE
2024-09-01,aFRR,NEG_031,15000.0,2,2,DE
2024-09-01,aFRR,NEG_031,15000.0,2,2,DE
2024-09-01,aFRR,NEG_031,15000.0,1,1,DE
2024-09-01,aFRR,NEG_031,15000.0,1,1,DE
2024-09-01,aFRR,NEG_031,15000.0,1,1,DE
2024-09-01,aFRR,NEG_031,15000.0,1,1,DE
2024-09-01,aFRR,NEG_032,0.01,1,1,DE
2024-09-01,aFRR,NEG_032,49.34,1,1,DE
2024-09-01,aFRR,NEG_032,50.0,5,5,DE
2024-09-01,aFRR,NEG_032,61.57,1,1,DE
2024-09-01,aFRR,NEG_032,61.57,1,1,DE
2024-09-01,aFRR,NEG_032,61.57,1,1,DE
2024-09-01,aFRR,NEG_032,61.57,1,1,DE
2024-09-01,aFRR,NEG_032,61.57,1,1,DE
2024-09-01,aFRR,NEG_032,61.57,1,1,DE
2024-09-01,aFRR,NEG_032,61.57,1,1,DE
2024-09-01,aFRR,NEG_032,61.57,1,1,DE
2024-09-01,aFRR,NEG_032,61.57,1,1,DE
2024-09-01,aFRR,NEG_032,61.57,1,1,DE
2024-09-01,aFRR,NEG_032,80.0,1,1,DE
2024-09-01,aFRR,NEG_032,100.0,1,1,DE
2024-09-01,aFRR,NEG_032,109.28,2,2,DE
2024-09-01,aFRR,NEG_032,109.88,5,5,DE
2024-09-01,aFRR,NEG_032,109.89,5,5,DE
2024-09-01,aFRR,NEG_032,109.9,5,5,DE
2024-09-01,aFRR,NEG_032,109.91,5,5,DE
2024-09-01,aFRR,NEG_032,109.92,5,5,DE
2024-09-01,aFRR,NEG_032,109.93,5,5,DE
2024-09-01,aFRR,NEG_032,109.94,5,5,DE
2024-09-01,aFRR,NEG_032,109.95,5,5,DE
2024-09-01,aFRR,NEG_032,109.97,5,5,DE
2024-09-01,aFRR,NEG_032,109.98,5,5,DE
2024-09-01,aFRR,NEG_032,109.99,5,5,DE
2024-09-01,aFRR,NEG_032,110.0,5,5,DE
2024-09-01,aFRR,NEG_032,110.01,5,5,DE
2024-09-01,aFRR,NEG_032,110.02,5,5,DE
2024-09-01,aFRR,NEG_032,110.03,5,5,DE
2024-09-01,aFRR,NEG_032,110.04,5,5,DE
2024-09-01,aFRR,NEG_032,110.05,5,5,DE
2024-09-01,aFRR,NEG_032,110.06,5,5,DE
2024-09-01,aFRR,NEG_032,110.07,5,5,DE
2024-09-01,aFRR,NEG_032,110.08,5,5,DE
2024-09-01,aFRR,NEG_032,110.09,5,5,DE
2024-09-01,aFRR,NEG_032,110.1,5,5,DE
2024-09-01,aFRR,NEG_032,110.11,5,5,DE
2024-09-01,aFRR,NEG_032,110.12,5,5,DE
2024-09-01,aFRR,NEG_032,110.14,5,5,DE
2024-09-01,aFRR,NEG_032,110.15,5,5,DE
2024-09-01,aFRR,NEG_032,110.16,5,5,DE
2024-09-01,aFRR,NEG_032,110.17,5,5,DE
2024-09-01,aFRR,NEG_032,110.18,5,5,DE
2024-09-01,aFRR,NEG_032,110.19,5,5,DE
2024-09-01,aFRR,NEG_032,110.2,5,5,DE
2024-09-01,aFRR,NEG_032,110.21,5,5,DE
2024-09-01,aFRR,NEG_032,110.22,5,5,DE
2024-09-01,aFRR,NEG_032,110.23,5,5,DE
2024-09-01,aFRR,NEG_032,110.24,5,5,DE
