DELIVERY_DATE,TYPE_OF_RESERVES,PRODUCT,ENERGY_PRICE_[EUR/MWh],OFFERED_CAPACITY_[MW],ALLOCATED_CAPACITY_[MW],COUNTRY
2024-09-01,aFRR,NEG_046,99.47,5,5,DE
2024-09-01,aFRR,NEG_046,99.48,5,5,DE
2024-09-01,aFRR,NEG_046,99.49,5,5,DE
2024-09-01,aFRR,NEG_046,99.5,5,5,DE
2024-09-01,aFRR,NEG_046,99.51,5,5,DE
2024-09-01,aFRR,NEG_046,99.52,5,5,DE
2024-09-01,aFRR,NEG_046,99.53,5,5,DE
2024-09-01,aFRR,NEG_046,99.54,5,5,DE
2024-09-01,aFRR,NEG_046,99.55,5,5,DE
2024-09-01,aFRR,NEG_046,99.56,5,5,DE
2024-09-01,aFRR,NEG_046,99.57,5,5,DE
2024-09-01,aFRR,NEG_046,99.58,5,5,DE
2024-09-01,aFRR,NEG_046,99.59,5,5,DE
2024-09-01,aFRR,NEG_046,99.6,5,5,DE
2024-09-01,aFRR,NEG_046,99.61,5,5,DE
2024-09-01,aFRR,NEG_046,99.62,5,5,DE
2024-09-01,aFRR,NEG_046,99.63,5,5,DE
2024-09-01,aFRR,NEG_046,99.64,5,5,DE
2024-09-01,aFRR,NEG_046,99.65,5,5,DE
2024-09-01,aFRR,NEG_046,99.66,5,5,DE
2024-09-01,aFRR,NEG_046,99.67,5,5,DE
2024-09-01,aFRR,NEG_046,99.68,5,5,DE
2024-09-01,aFRR,NEG_046,99.69,5,5,DE
2024-09-01,aFRR,NEG_046,99.7,5,5,DE
2024-09-01,aFRR,NEG_046,99.71,5,5,DE
2024-09-01,aFRR,NEG_046,99.72,5,5,DE
2024-09-01,aFRR,NEG_046,99.73,5,5,DE
2024-09-01,aFRR,NEG_046,99.74,5,5,DE
2024-09-01,aFRR,NEG_046,99.76,5,5,DE
2024-09-01,aFRR,NEG_046,99.77,5,5,DE
2024-09-01,aFRR,NEG_046,99.78,5,5,DE
2024-09-01,aFRR,NEG_046,99.79,5,5,DE
2024-09-01,aFRR,NEG_046,99.8,5,5,DE
2024-09-01,aFRR,NEG_046,99.81,5,5,DE
2024-09-01,aFRR,NEG_046,99.82,5,5,DE
2024-09-01,aFRR,NEG_046,99.83,5,5,DE
2024-09-01,aFRR,NEG_046,99.84,5,5,DE
2024-09-01,aFRR,NEG_046,99.85,5,5,DE
2024-09-01,aFRR,NEG_046,99.86,5,5,DE
2024-09-01,aFRR,NEG_046,99.87,5,5,DE
2024-09-01,aFRR,NEG_046,99.88,5,5,DE
2024-09-01,aFRR,NEG_046,99.89,5,5,DE
2024-09-01,aFRR,NEG_046,99.9,5,5,DE
2024-09-01,aFRR,NEG_046,99.92,5,5,DE
2024-09-01,aFRR,NEG_046,99.93,5,5,DE
2024-09-01,aFRR,NEG_046,99.94,5,5,DE
2024-09-01,aFRR,NEG_046,99.95,5,5,DE
2024-09-01,aFRR,NEG_046,99.96,5,5,DE
2024-09-01,aFRR,NEG_046,99.97,5,5,DE
2024-09-01,aFRR,NEG_046,99.98,5,5,DE
2024-09-01,aFRR,NEG_046,99.99,5,5,DE
2024-09-01,aFRR,NEG_046,100.0,1,1,DE
2024-09-01,aFRR,NEG_046,100.0,5,5,DE
2024-09-01,aFRR,NEG_046,100.01,5,5,DE
2024-09-01,aFRR,NEG_046,100.02,5,5,DE
2024-09-01,aFRR,NEG_046,100.03,5,5,DE
2024-09-01,aFRR,NEG_046,100.04,5,5,DE
2024-09-01,aFRR,NEG_046,100.05,5,5,DE
2024-09-01,aFRR,NEG_046,100.06,5,5,DE
2024-09-01,aFRR,NEG_046,100.07,5,5,DE
2024-09-01,aFRR,NEG_046,100.09,5,5,DE
2024-09-01,aFRR,NEG_046,100.1,5,5,DE
2024-09-01,aFRR,NEG_046,100.11,5,5,DE
2024-09-01,aFRR,NEG_046,100.12,5,5,DE
2024-09-01,aFRR,NEG_046,100.13,5,5,DE
2024-09-01,aFRR,NEG_046,100.14,5,5,DE
2024-09-01,aFRR,NEG_046,100.15,5,5,DE
2024-09-01,aFRR,NEG_046,100.16,5,5,DE
2024-09-01,aFRR,NEG_046,100.17,5,5,DE
2024-09-01,aFRR,NEG_046,100.18,5,5,DE
2024-09-01,aFRR,NEG_046,100.19,5,5,DE
2024-09-01,aFRR,NEG_046,100.34,1,1,DE
2024-09-01,aFRR,NEG_046,100.34,5,5,DE
2024-09-01,aFRR,NEG_046,100.35,5,5,DE
2024-09-01,aFRR,NEG_046,100.37,5,5,DE
2024-09-01,aFRR,NEG_046,100.38,5,5,DE
2024-09-01,aFRR,NEG_046,100.4,5,5,DE
2024-09-01,aFRR,NEG_046,100.41,5,5,DE
2024-09-01,aFRR,NEG_046,100.42,5,5,DE
2024-09-01,aFRR,NEG_046,100.44,5,5,DE
2024-09-01,aFRR,NEG_046,100.45,5,5,DE
2024-09-01,aFRR,NEG_046,100.46,5,5,DE
2024-09-01,aFRR,NEG_046,100.48,5,5,DE
2024-09-01,aFRR,NEG_046,100.49,5,5,DE
2024-09-01,aFRR,NEG_046,100.51,5,5,DE
2024-09-01,aFRR,NEG_046,100.52,5,5,DE
2024-09-01,aFRR,NEG_046,100.53,5,5,DE
2024-09-01,aFRR,NEG_046,100.55,5,5,DE
2024-09-01,aFRR,NEG_046,100.56,5,5,DE
2024-09-01,aFRR,NEG_046,100.57,5,5,DE
2024-09-01,aFRR,NEG_046,100.59,5,5,DE
2024-09-01,aFRR,NEG_046,100.6,5,5,DE
2024-09-01,aFRR,NEG_046,100.62,5,5,DE
2024-09-01,aFRR,NEG_046,100.63,5,5,DE
2024-09-01,aFRR,NEG_046,100.64,5,5,DE
2024-09-01,aFRR,NEG_046,100.66,5,5,DE
2024-09-01,aFRR,NEG_046,100.67,5,5,DE
2024-09-01,aFRR,NEG_046,100.68,5,5,DE
2024-09-01,aFRR,NEG_046,100.7,5,5,DE
2024-09-01,aFRR,NEG_046,100.71,5,5,DE
2024-09-01,aFRR,NEG_046,100.73,5,5,DE
2024-09-01,aFRR,NEG_046,100.74,5,5,DE
2024-09-01,aFRR,NEG_046,100.75,5,5,DE
2024-09-01,aFRR,NEG_046,100.77,5,5,DE
2024-09-01,aFRR,NEG_046,100.78,5,5,DE
2024-09-01,aFRR,NEG_046,100.8,5,5,DE
2024-09-01,aFRR,NEG_046,100.81,5,5,DE
2024-09-01,aFRR,NEG_046,100.82,5,5,DE
2024-09-01,aFRR,NEG_046,100.84,5,5,DE
2024-09-01,aFRR,NEG_046,100.85,5,5,DE
2024-09-01,aFRR,NEG_046,100.86,5,5,DE
2024-09-01,aFRR,NEG_046,100.88,5,5,DE
2024-09-01,aFRR,NEG_046,100.89,5,5,DE
2024-09-01,aFRR,NEG_046,100.91,5,5,DE
2024-09-01,aFRR,NEG_046,100.92,5,5,DE
2024-09-01,aFRR,NEG_046,100.93,5,5,DE
2024-09-01,aFRR,NEG_046,100.95,5,5,DE
2024-09-01,aFRR,NEG_046,100.96,5,5,DE
2024-09-01,aFRR,NEG_046,100.97,5,5,DE
2024-09-01,aFRR,NEG_046,100.99,5,5,DE
2024-09-01,aFRR,NEG_046,101.0,5,5,DE
2024-09-01,aFRR,NEG_046,101.02,5,5,DE
2024-09-01,aFRR,NEG_046,101.03,5,5,DE
2024-09-01,aFRR,NEG_046,101.45,5,5,DE
2024-09-01,aFRR,NEG_046,101.96,5,5,DE
2024-09-01,aFRR,NEG_046,101.97,5,5,DE
2024-09-01,aFRR,NEG_046,101.99,5,5,DE
2024-09-01,aFRR,NEG_046,102.0,5,5,DE
2024-09-01,aFRR,NEG_046,102.02,5,5,DE
2024-09-01,aFRR,NEG_046,102.03,5,5,DE
2024-09-01,aFRR,NEG_046,102.04,5,5,DE
2024-09-01,aFRR,NEG_046,107.64,1,1,DE
2024-09-01,aFRR,NEG_046,113.0,1,1,DE
2024-09-01,aFRR,NEG_046,149.0,1,1,DE
2024-09-01,aFRR,NEG_046,149.01,5,5,DE
2024-09-01,aFRR,NEG_046,152.5,10,10,DE
2024-09-01,aFRR,NEG_046,195.0,1,1,DE
2024-09-01,aFRR,NEG_046,198.0,1,1,DE
2024-09-01,aFRR,NEG_046,198.0,1,1,DE
2024-09-01,aFRR,NEG_046,198.0,1,1,DE
2024-09-01,aFRR,NEG_046,198.0,1,1,DE
2024-09-01,aFRR,NEG_046,198.0,1,1,DE
2024-09-01,aFRR,NEG_046,198.0,1,1,DE
2024-09-01,aFRR,NEG_046,198.0,1,1,DE
2024-09-01,aFRR,NEG_046,198.0,1,1,DE
2024-09-01,aFRR,NEG_046,198.0,1,1,DE
2024-09-01,aFRR,NEG_046,198.0,1,1,DE
2024-09-01,aFRR,NEG_046,198.0,1,1,DE
2024-09-01,aFRR,NEG_046,198.0,1,1,DE
2024-09-01,aFRR,NEG_046,198.0,1,1,DE
2024-09-01,aFRR,NEG_046,198.0,1,1,DE
2024-09-01,aFRR,NEG_046,198.0,1,1,DE
2024-09-01,aFRR,NEG_046,198.0,1,1,DE
2024-09-01,aFRR,NEG_046,198.0,1,1,DE
2024-09-01,aFRR,NEG_046,198.0,1,1,DE
2024-09-01,aFRR,NEG_046,198.0,1,1,DE
2024-09-01,aFRR,NEG_046,198.0,1,1,DE
2024-09-01,aFRR,NEG_046,198.0,1,1,DE
2024-09-01,aFRR,NEG_046,198.0,1,1,DE
2024-09-01,aFRR,NEG_046,198.0,1,1,DE
2024-09-01,aFRR,NEG_046,198.0,1,1,DE
2024-09-01,aFRR,NEG_046,198.0,1,1,DE
2024-09-01,aFRR,NEG_046,198.0,1,1,DE
2024-09-01,aFRR,NEG_046,198.0,1,1,DE
2024-09-01,aFRR,NEG_046,198.0,1,1,DE
2024-09-01,aFRR,NEG_046,198.0,1,1,DE
2024-09-01,aFRR,NEG_046,198.0,1,1,DE
2024-09-01,aFRR,NEG_046,199.0,5,5,DE
2024-09-01,aFRR,NEG_046,225.0,1,1,DE
2024-09-01,aFRR,NEG_046,225.0,1,1,DE
2024-09-01,aFRR,NEG_046,227.92,1,1,DE
2024-09-01,aFRR,NEG_046,230.0,37,37,DE
2024-09-01,aFRR,NEG_046,230.84,1,1,DE
2024-09-01,aFRR,NEG_046,233.76,1,1,DE
2024-09-01,aFRR,NEG_046,236.68,1,1,DE
2024-09-01,aFRR,NEG_046,237.1,1,1,DE
2024-09-01,aFRR,NEG_046,239.6,1,1,DE
2024-09-01,aFRR,NEG_046,242.52,1,1,DE
2024-09-01,aFRR,NEG_046,245.44,1,1,DE
2024-09-01,aFRR,NEG_046,248.36,1,1,DE
2024-09-01,aFRR,NEG_046,249.21,1,1,DE
2024-09-01,aFRR,NEG_046,250.0,20,20,DE
2024-09-01,aFRR,NEG_046,250.0,1,1,DE
2024-09-01,aFRR,NEG_046,250.0,2,2,DE
2024-09-01,aFRR,NEG_046,250.0,5,5,DE
2024-09-01,aFRR,NEG_046,251.28,1,1,DE
2024-09-01,aFRR,NEG_046,254.2,1,1,DE
2024-09-01,aFRR,NEG_046,257.12,1,1,DE
2024-09-01,aFRR,NEG_046,260.04,1,1,DE
2024-09-01,aFRR,NEG_046,261.31,1,1,DE
2024-09-01,aFRR,NEG_046,262.96,1,1,DE
2024-09-01,aFRR,NEG_046,265.88,1,1,DE
2024-09-01,aFRR,NEG_046,268.8,1,1,DE
2024-09-01,aFRR,NEG_046,271.72,1,1,DE
2024-09-01,aFRR,NEG_046,273.42,1,1,DE
2024-09-01,aFRR,NEG_046,274.64,1,1,DE
2024-09-01,aFRR,NEG_046,275.0,5,5,DE
2024-09-01,aFRR,NEG_046,277.56,1,1,DE
2024-09-01,aFRR,NEG_046,280.48,1,1,DE
2024-09-01,aFRR,NEG_046,283.4,1,1,DE
2024-09-01,aFRR,NEG_046,285.52,1,1,DE
2024-09-01,aFRR,NEG_046,286.32,1,1,DE
2024-09-01,aFRR,NEG_046,289.24,1,1,DE
2024-09-01,aFRR,NEG_046,292.16,1,1,DE
2024-09-01,aFRR,NEG_046,295.08,1,1,DE
2024-09-01,aFRR,NEG_046,297.63,1,1,DE
2024-09-01,aFRR,NEG_046,297.93,1,1,DE
2024-09-01,aFRR,NEG_046,298.0,1,1,DE
2024-09-01,aFRR,NEG_046,300.0,4,4,DE
2024-09-01,aFRR,NEG_046,300.0,1,1,DE
2024-09-01,aFRR,NEG_046,300.0,1,1,DE
2024-09-01,aFRR,NEG_046,300.0,1,1,DE
2024-09-01,aFRR,NEG_046,300.0,1,1,DE
2024-09-01,aFRR,NEG_046,300.0,1,1,DE
2024-09-01,aFRR,NEG_046,300.0,1,1,DE
2024-09-01,aFRR,NEG_046,300.0,1,1,DE
2024-09-01,aFRR,NEG_046,300.0,1,1,DE
2024-09-01,aFRR,NEG_046,300.0,1,1,DE
2024-09-01,aFRR,NEG_046,300.0,1,1,DE
2024-09-01,aFRR,NEG_046,300.0,1,1,DE
2024-09-01,aFRR,NEG_046,300.0,1,1,DE
2024-09-01,aFRR,NEG_046,300.0,1,1,DE
2024-09-01,aFRR,NEG_046,300.0,69,69,DE
2024-09-01,aFRR,NEG_046,300.92,1,1,DE
2024-09-01,aFRR,NEG_046,301.0,1,1,DE
2024-09-01,aFRR,NEG_046,303.84,1,1,DE
2024-09-01,aFRR,NEG_046,306.16,1,1,DE
2024-09-01,aFRR,NEG_046,306.76,1,1,DE
2024-09-01,aFRR,NEG_046,309.68,1,1,DE
2024-09-01,aFRR,NEG_046,309.73,1,1,DE
2024-09-01,aFRR,NEG_046,311.33,1,1,DE
2024-09-01,aFRR,NEG_046,312.6,1,1,DE
2024-09-01,aFRR,NEG_046,315.52,1,1,DE
2024-09-01,aFRR,NEG_046,316.5,1,1,DE
2024-09-01,aFRR,NEG_046,316.7,1,1,DE
2024-09-01,aFRR,NEG_046,318.44,1,1,DE
2024-09-01,aFRR,NEG_046,321.36,1,1,DE
2024-09-01,aFRR,NEG_046,321.66,1,1,DE
2024-09-01,aFRR,NEG_046,321.84,1,1,DE
2024-09-01,aFRR,NEG_046,323.12,1,1,DE
2024-09-01,aFRR,NEG_046,324.28,1,1,DE
2024-09-01,aFRR,NEG_046,326.83,1,1,DE
2024-09-01,aFRR,NEG_046,327.2,1,1,DE
2024-09-01,aFRR,NEG_046,330.12,1,1,DE
2024-09-01,aFRR,NEG_046,332.0,1,1,DE
2024-09-01,aFRR,NEG_046,333.04,1,1,DE
2024-09-01,aFRR,NEG_046,333.94,1,1,DE
2024-09-01,aFRR,NEG_046,335.96,1,1,DE
2024-09-01,aFRR,NEG_046,337.16,1,1,DE
2024-09-01,aFRR,NEG_046,338.88,1,1,DE
2024-09-01,aFRR,NEG_046,341.8,1,1,DE
2024-09-01,aFRR,NEG_046,342.33,1,1,DE
2024-09-01,aFRR,NEG_046,344.72,1,1,DE
2024-09-01,aFRR,NEG_046,346.05,1,1,DE
2024-09-01,aFRR,NEG_046,347.5,1,1,DE
2024-09-01,aFRR,NEG_046,347.64,1,1,DE
2024-09-01,aFRR,NEG_046,350.0,30,30,DE
2024-09-01,aFRR,NEG_046,350.56,1,1,DE
2024-09-01,aFRR,NEG_046,352.66,1,1,DE
2024-09-01,aFRR,NEG_046,353.48,1,1,DE
2024-09-01,aFRR,NEG_046,356.4,1,1,DE
2024-09-01,aFRR,NEG_046,357.83,1,1,DE
2024-09-01,aFRR,NEG_046,358.15,1,1,DE
2024-09-01,aFRR,NEG_046,359.32,1,1,DE
2024-09-01,aFRR,NEG_046,362.24,1,1,DE
2024-09-01,aFRR,NEG_046,363.0,1,1,DE
2024-09-01,aFRR,NEG_046,365.16,1,1,DE
2024-09-01,aFRR,NEG_046,368.08,1,1,DE
2024-09-01,aFRR,NEG_046,368.16,1,1,DE
2024-09-01,aFRR,NEG_046,370.26,1,1,DE
2024-09-01,aFRR,NEG_046,371.0,1,1,DE
2024-09-01,aFRR,NEG_046,373.33,1,1,DE
2024-09-01,aFRR,NEG_046,373.92,1,1,DE
2024-09-01,aFRR,NEG_046,376.84,1,1,DE
2024-09-01,aFRR,NEG_046,378.5,1,1,DE
2024-09-01,aFRR,NEG_046,379.76,1,1,DE
2024-09-01,aFRR,NEG_046,380.0,5,5,DE
2024-09-01,aFRR,NEG_046,382.36,1,1,DE
2024-09-01,aFRR,NEG_046,382.68,1,1,DE
2024-09-01,aFRR,NEG_046,383.66,1,1,DE
2024-09-01,aFRR,NEG_046,385.6,1,1,DE
2024-09-01,aFRR,NEG_046,388.52,1,1,DE
2024-09-01,aFRR,NEG_046,388.83,1,1,DE
2024-09-01,aFRR,NEG_046,391.44,1,1,DE
2024-09-01,aFRR,NEG_046,394.0,1,1,DE
2024-09-01,aFRR,NEG_046,394.36,1,1,DE
2024-09-01,aFRR,NEG_046,394.47,1,1,DE
2024-09-01,aFRR,NEG_046,395.0,4,4,DE
2024-09-01,aFRR,NEG_046,397.28,1,1,DE
2024-09-01,aFRR,NEG_046,399.16,1,1,DE
2024-09-01,aFRR,NEG_046,400.0,1,1,DE
2024-09-01,aFRR,NEG_046,400.0,1,1,DE
2024-09-01,aFRR,NEG_046,400.2,1,1,DE
2024-09-01,aFRR,NEG_046,403.12,1,1,DE
2024-09-01,aFRR,NEG_046,404.33,1,1,DE
2024-09-01,aFRR,NEG_046,406.04,1,1,DE
2024-09-01,aFRR,NEG_046,406.57,1,1,DE
2024-09-01,aFRR,NEG_046,408.96,1,1,DE
2024-09-01,aFRR,NEG_046,411.88,1,1,DE
2024-09-01,aFRR,NEG_046,414.8,1,1,DE
2024-09-01,aFRR,NEG_046,417.72,1,1,DE
2024-09-01,aFRR,NEG_046,418.68,1,1,DE
2024-09-01,aFRR,NEG_046,420.64,1,1,DE
2024-09-01,aFRR,NEG_046,423.56,1,1,DE
2024-09-01,aFRR,NEG_046,426.48,1,1,DE
2024-09-01,aFRR,NEG_046,429.4,1,1,DE
2024-09-01,aFRR,NEG_046,430.78,1,1,DE
2024-09-01,aFRR,NEG_046,432.32,1,1,DE
2024-09-01,aFRR,NEG_046,435.24,1,1,DE
2024-09-01,aFRR,NEG_046,438.16,1,1,DE
2024-09-01,aFRR,NEG_046,441.08,1,1,DE
2024-09-01,aFRR,NEG_046,442.89,1,1,DE
2024-09-01,aFRR,NEG_046,444.0,1,1,DE
2024-09-01,aFRR,NEG_046,450.0,1,1,DE
2024-09-01,aFRR,NEG_046,455.0,1,1,DE
2024-09-01,aFRR,NEG_046,472.79,1,1,DE
2024-09-01,aFRR,NEG_046,488.22,1,1,DE
2024-09-01,aFRR,NEG_046,500.0,1,1,DE
2024-09-01,aFRR,NEG_046,500.0,1,1,DE
2024-09-01,aFRR,NEG_046,500.0,1,1,DE
2024-09-01,aFRR,NEG_046,500.0,1,1,DE
2024-09-01,aFRR,NEG_046,500.0,1,1,DE
2024-09-01,aFRR,NEG_046,500.0,1,1,DE
2024-09-01,aFRR,NEG_046,500.0,1,1,DE
2024-09-01,aFRR,NEG_046,500.0,1,1,DE
2024-09-01,aFRR,NEG_046,500.0,2,2,DE
2024-09-01,aFRR,NEG_046,500.0,2,2,DE
2024-09-01,aFRR,NEG_046,500.0,1,1,DE
2024-09-01,aFRR,NEG_046,500.0,1,1,DE
2024-09-01,aFRR,NEG_046,500.0,1,1,DE
2024-09-01,aFRR,NEG_046,500.0,1,1,DE
2024-09-01,aFRR,NEG_046,500.0,1,1,DE
2024-09-01,aFRR,NEG_046,500.0,1,1,DE
2024-09-01,aFRR,NEG_046,500.0,1,1,DE
2024-09-01,aFRR,NEG_046,500.0,1,1,DE
2024-09-01,aFRR,NEG_046,500.0,1,1,DE
2024-09-01,aFRR,NEG_046,500.0,1,1,DE
2024-09-01,aFRR,NEG_046,500.0,10,10,DE
2024-09-01,aFRR,NEG_046,510.0,1,1,DE
2024-09-01,aFRR,NEG_046,510.31,1,1,DE
2024-09-01,aFRR,NEG_046,524.0,5,5,DE
2024-09-01,aFRR,NEG_046,548.62,16,16,DE
2024-09-01,aFRR,NEG_046,666.0,1,1,DE
2024-09-01,aFRR,NEG_046,666.0,1,1,DE
2024-09-01,aFRR,NEG_046,666.0,1,1,DE
2024-09-01,aFRR,NEG_046,678.51,1,1,DE
2024-09-01,aFRR,NEG_046,700.0,1,1,DE
2024-09-01,aFRR,NEG_046,868.81,1,1,DE
2024-09-01,aFRR,NEG_046,945.0,5,5,DE
2024-09-01,aFRR,NEG_046,990.0,1,1,DE
2024-09-01,aFRR,NEG_046,1000.0,1,1,DE
2024-09-01,aFRR,NEG_046,1000.0,17,17,DE
2024-09-01,aFRR,NEG_046,1000.0,5,5,DE
2024-09-01,aFRR,NEG_046,1000.0,5,5,DE
2024-09-01,aFRR,NEG_046,1000.0,5,5,DE
2024-09-01,aFRR,NEG_046,1059.09,1,1,DE
2024-09-01,aFRR,NEG_046,1099.92,5,5,DE
2024-09-01,aFRR,NEG_046,1199.84,5,5,DE
2024-09-01,aFRR,NEG_046,1210.0,1,1,DE
2024-09-01,aFRR,NEG_046,1210.0,1,1,DE
2024-09-01,aFRR,NEG_046,1210.0,1,1,DE
2024-09-01,aFRR,NEG_046,1210.0,1,1,DE
2024-09-01,aFRR,NEG_046,1210.0,1,1,DE
2024-09-01,aFRR,NEG_046,1210.0,1,1,DE
2024-09-01,aFRR,NEG_046,1210.0,1,1,DE
2024-09-01,aFRR,NEG_046,1210.0,1,1,DE
2024-09-01,aFRR,NEG_046,1210.0,1,1,DE
2024-09-01,aFRR,NEG_046,1210.0,1,1,DE
2024-09-01,aFRR,NEG_046,1210.0,1,1,DE
2024-09-01,aFRR,NEG_046,1210.0,1,1,DE
2024-09-01,aFRR,NEG_046,1210.0,1,1,DE
2024-09-01,aFRR,NEG_046,1210.0,1,1,DE
2024-09-01,aFRR,NEG_046,1210.0,1,1,DE
2024-09-01,aFRR,NEG_046,1210.0,1,1,DE
2024-09-01,aFRR,NEG_046,1210.0,1,1,DE
2024-09-01,aFRR,NEG_046,1210.0,1,1,DE
2024-09-01,aFRR,NEG_046,1210.0,1,1,DE
2024-09-01,aFRR,NEG_046,1210.0,1,1,DE
2024-09-01,aFRR,NEG_046,1249.39,1,1,DE
2024-09-01,aFRR,NEG_046,1250.0,1,1,DE
2024-09-01,aFRR,NEG_046,1299.76,5,5,DE
2024-09-01,aFRR,NEG_046,1300.0,2,2,DE
2024-09-01,aFRR,NEG_046,1399.69,5,5,DE
2024-09-01,aFRR,NEG_046,1430.0,8,8,DE
2024-09-01,aFRR,NEG_046,1439.68,1,1,DE
2024-09-01,aFRR,NEG_046,1497.38,1,1,DE
2024-09-01,aFRR,NEG_046,1498.0,1,1,DE
2024-09-01,aFRR,NEG_046,1498.0,1,1,DE
2024-09-01,aFRR,NEG_046,1498.0,1,1,DE
2024-09-01,aFRR,NEG_046,1499.61,5,5,DE
2024-09-01,aFRR,NEG_046,1599.53,5,5,DE
2024-09-01,aFRR,NEG_046,1600.0,5,5,DE
2024-09-01,aFRR,NEG_046,1600.0,6,6,DE
2024-09-01,aFRR,NEG_046,1600.0,7,7,DE
2024-09-01,aFRR,NEG_046,1629.97,1,1,DE
2024-09-01,aFRR,NEG_046,1699.45,5,5,DE
2024-09-01,aFRR,NEG_046,1700.0,4,4,DE
2024-09-01,aFRR,NEG_046,1799.37,5,5,DE
2024-09-01,aFRR,NEG_046,1820.27,1,1,DE
2024-09-01,aFRR,NEG_046,1899.29,5,5,DE
2024-09-01,aFRR,NEG_046,1999.22,5,5,DE
2024-09-01,aFRR,NEG_046,2000.0,5,5,DE
2024-09-01,aFRR,NEG_046,2000.0,5,5,DE
2024-09-01,aFRR,NEG_046,2000.0,1,1,DE
2024-09-01,aFRR,NEG_046,2000.0,1,1,DE
2024-09-01,aFRR,NEG_046,2010.56,1,1,DE
2024-09-01,aFRR,NEG_046,2052.12,5,5,DE
2024-09-01,aFRR,NEG_046,2099.14,5,5,DE
2024-09-01,aFRR,NEG_046,2163.0,1,1,DE
2024-09-01,aFRR,NEG_046,2199.06,5,5,DE
2024-09-01,aFRR,NEG_046,2200.85,1,1,DE
2024-09-01,aFRR,NEG_046,2222.0,5,5,DE
2024-09-01,aFRR,NEG_046,2223.13,5,5,DE
2024-09-01,aFRR,NEG_046,2298.98,5,5,DE
2024-09-01,aFRR,NEG_046,2375.0,1,1,DE
2024-09-01,aFRR,NEG_046,2394.14,2,2,DE
2024-09-01,aFRR,NEG_046,2398.9,5,5,DE
2024-09-01,aFRR,NEG_046,2498.82,5,5,DE
2024-09-01,aFRR,NEG_046,2598.75,5,5,DE
2024-09-01,aFRR,NEG_046,2698.67,5,5,DE
2024-09-01,aFRR,NEG_046,2798.59,5,5,DE
2024-09-01,aFRR,NEG_046,2898.51,5,5,DE
2024-09-01,aFRR,NEG_046,2998.43,5,5,DE
2024-09-01,aFRR,NEG_046,3098.35,5,5,DE
2024-09-01,aFRR,NEG_046,3142.0,1,1,DE
2024-09-01,aFRR,NEG_046,3164.0,1,1,DE
2024-09-01,aFRR,NEG_046,3198.27,5,5,DE
2024-09-01,aFRR,NEG_046,3298.2,5,5,DE
2024-09-01,aFRR,NEG_046,3333.0,5,5,DE
2024-09-01,aFRR,NEG_046,3398.12,5,5,DE
2024-09-01,aFRR,NEG_046,3498.04,5,5,DE
2024-09-01,aFRR,NEG_046,3550.0,4,4,DE
2024-09-01,aFRR,NEG_046,3597.96,5,5,DE
2024-09-01,aFRR,NEG_046,3697.88,5,5,DE
2024-09-01,aFRR,NEG_046,3797.8,5,5,DE
2024-09-01,aFRR,NEG_046,3820.0,4,4,DE
2024-09-01,aFRR,NEG_046,3897.73,5,5,DE
2024-09-01,aFRR,NEG_046,3997.65,5,5,DE
2024-09-01,aFRR,NEG_046,4097.57,5,5,DE
2024-09-01,aFRR,NEG_046,4166.0,1,1,DE
2024-09-01,aFRR,NEG_046,4197.49,5,5,DE
2024-09-01,aFRR,NEG_046,4220.0,4,4,DE
2024-09-01,aFRR,NEG_046,4250.0,1,1,DE
2024-09-01,aFRR,NEG_046,4297.41,5,5,DE
2024-09-01,aFRR,NEG_046,4397.33,5,5,DE
2024-09-01,aFRR,NEG_046,4444.0,5,5,DE
2024-09-01,aFRR,NEG_046,4497.25,5,5,DE
2024-09-01,aFRR,NEG_046,4500.0,1,1,DE
2024-09-01,aFRR,NEG_046,4597.18,5,5,DE
2024-09-01,aFRR,NEG_046,4697.1,5,5,DE
2024-09-01,aFRR,NEG_046,4797.02,5,5,DE
2024-09-01,aFRR,NEG_046,4880.0,4,4,DE
2024-09-01,aFRR,NEG_046,4896.94,5,5,DE
2024-09-01,aFRR,NEG_046,4979.0,3,3,DE
2024-09-01,aFRR,NEG_046,4990.0,5,5,DE
2024-09-01,aFRR,NEG_046,4996.86,5,5,DE
2024-09-01,aFRR,NEG_046,5000.0,1,1,DE
2024-09-01,aFRR,NEG_046,5096.78,5,5,DE
2024-09-01,aFRR,NEG_046,5150.0,1,1,DE
2024-09-01,aFRR,NEG_046,5167.0,1,1,DE
2024-09-01,aFRR,NEG_046,5196.71,5,5,DE
2024-09-01,aFRR,NEG_046,5219.0,1,1,DE
2024-09-01,aFRR,NEG_046,5220.0,4,4,DE
2024-09-01,aFRR,NEG_046,5296.63,5,5,DE
2024-09-01,aFRR,NEG_046,5325.0,1,1,DE
2024-09-01,aFRR,NEG_046,5396.55,5,5,DE
2024-09-01,aFRR,NEG_046,5496.47,5,5,DE
2024-09-01,aFRR,NEG_046,5500.0,1,1,DE
2024-09-01,aFRR,NEG_046,5555.0,2,2,DE
2024-09-01,aFRR,NEG_046,5596.39,5,5,DE
2024-09-01,aFRR,NEG_046,5675.0,1,1,DE
2024-09-01,aFRR,NEG_046,5696.31,5,5,DE
2024-09-01,aFRR,NEG_046,5725.0,1,1,DE
2024-09-01,aFRR,NEG_046,5796.24,5,5,DE
2024-09-01,aFRR,NEG_046,5850.0,1,1,DE
