Datum;Zeitzone;von;bis;Einheit;50Hertz (Positiv);Amprion (Positiv);TenneT TSO (Positiv);TransnetBW (Positiv);Deutschland (Positiv);50Hertz (Negativ);Amprion (Negativ);TenneT TSO (Negativ);TransnetBW (Negativ);Deutschland (Negativ)
01.11.2024;CET;00:00;00:15;MW;4,460;9,140;4,900;62,192;80,692;0,000;0,000;0,000;0,000;0,000
01.11.2024;CET;00:15;00:30;MW;0,376;8,660;1,428;23,292;33,756;0,000;0,000;0,000;0,524;0,524
01.11.2024;CET;00:30;00:45;MW;1,264;11,940;0,964;22,096;36,264;1,660;0,024;5,892;4,080;11,656
01.11.2024;CET;00:45;01:00;MW;0,000;0,000;0,000;0,000;0,000;0,024;0,168;14,336;25,144;39,672
01.11.2024;CET;01:00;01:15;MW;0,224;2,148;1,380;7,456;11,208;2,052;0,716;7,544;16,700;27,012
01.11.2024;CET;01:15;01:30;MW;0,000;0,000;0,000;0,000;0,000;1,232;2,100;13,128;27,260;43,720
01.11.2024;CET;01:30;01:45;MW;0,000;0,000;0,008;0,000;0,008;3,836;2,088;11,336;53,280;70,540
01.11.2024;CET;01:45;02:00;MW;0,000;0,000;0,000;0,000;0,000;0,176;7,364;42,076;148,244;197,860
01.11.2024;CET;02:00;02:15;MW;0,000;0,000;0,000;0,000;0,000;1,976;1,148;21,072;18,432;42,628
01.11.2024;CET;02:15;02:30;MW;0,000;0,000;0,000;0,000;0,000;0,912;5,592;30,272;77,936;114,712
01.11.2024;CET;02:30;02:45;MW;0,000;0,000;0,280;2,244;2,524;0,292;0,240;5,940;1,696;8,168
01.11.2024;CET;02:45;03:00;MW;0,000;0,000;0,000;0,000;0,000;0,052;5,128;25,416;77,008;107,604
01.11.2024;CET;03:00;03:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,656;7,200;7,448;15,304
01.11.2024;CET;03:15;03:30;MW;0,000;0,000;0,000;0,092;0,092;0,000;0,120;1,084;2,964;4,168
01.11.2024;CET;03:30;03:45;MW;0,000;0,000;0,000;0,024;0,024;0,000;0,000;0,000;0,016;0,016
01.11.2024;CET;03:45;04:00;MW;0,336;0,000;0,728;0,568;1,632;0,000;0,000;0,000;0,064;0,064
01.11.2024;CET;04:00;04:15;MW;0,000;0,000;0,000;0,040;0,040;0,000;0,000;0,244;2,004;2,248
01.11.2024;CET;04:15;04:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,012;0,256;1,708;1,976
01.11.2024;CET;04:30;04:45;MW;0,000;0,000;0,116;0,156;0,272;0,000;0,000;17,228;34,540;51,768
01.11.2024;CET;04:45;05:00;MW;0,000;0,000;0,000;0,048;0,048;0,000;0,000;2,212;2,776;4,988
01.11.2024;CET;05:00;05:15;MW;0,032;0,000;0,136;0,000;0,168;0,000;0,000;1,856;5,020;6,876
01.11.2024;CET;05:15;05:30;MW;0,016;0,000;0,120;0,296;0,432;0,044;0,000;0,000;0,024;0,068
01.11.2024;CET;05:30;05:45;MW;0,156;0,000;0,000;0,000;0,156;0,000;0,000;1,852;1,152;3,004
01.11.2024;CET;05:45;06:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;7,096;9,984;17,080
01.11.2024;CET;06:00;06:15;MW;0,000;0,000;0,008;0,012;0,020;0,000;0,000;2,276;5,424;7,700
01.11.2024;CET;06:15;06:30;MW;0,000;0,000;0,000;0,000;0,000;0,780;0,000;20,588;61,124;82,492
01.11.2024;CET;06:30;06:45;MW;0,000;0,000;0,000;0,160;0,160;3,124;0,000;23,356;78,016;104,496
01.11.2024;CET;06:45;07:00;MW;0,000;0,000;0,000;0,000;0,000;3,664;0,000;27,236;80,296;111,196
01.11.2024;CET;07:00;07:15;MW;0,000;0,000;0,000;0,000;0,000;0,032;0,000;40,828;97,000;137,860
01.11.2024;CET;07:15;07:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;16,412;61,772;78,184
01.11.2024;CET;07:30;07:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,012;0,084;0,096
01.11.2024;CET;07:45;08:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,004;0,004
