Datum;Zeitzone;von;bis;Einheit;50Hertz (Positiv);Amprion (Positiv);TenneT TSO (Positiv);TransnetBW (Positiv);Deutschland (Positiv);50Hertz (Negativ);Amprion (Negativ);TenneT TSO (Negativ);TransnetBW (Negativ);Deutschland (Negativ)
01.06.2024;CEST;13:45;14:00;MW;0,000;0,000;0,000;3,332;3,332;0,320;16,116;0,996;4,340;21,772
01.06.2024;CEST;14:00;14:15;MW;0,000;0,000;0,000;1,580;1,580;6,536;15,096;0,404;3,972;26,008
01.06.2024;CEST;14:15;14:30;MW;0,000;0,000;0,000;0,988;0,988;13,800;18,508;2,336;42,344;76,988
01.06.2024;CEST;14:30;14:45;MW;1,836;1,380;0,864;4,708;8,788;2,492;7,772;1,364;4,536;16,164
01.06.2024;CEST;14:45;15:00;MW;0,000;0,000;0,000;2,404;2,404;4,880;14,792;1,008;4,776;25,456
01.06.2024;CEST;15:00;15:15;MW;0,000;0,000;0,000;1,228;1,228;16,472;22,740;2,144;31,588;72,944
01.06.2024;CEST;15:15;15:30;MW;0,000;0,000;0,000;1,940;1,940;6,452;8,296;1,012;9,776;25,536
01.06.2024;CEST;15:30;15:45;MW;0,000;0,000;0,000;0,292;0,292;23,764;26,144;4,276;41,056;95,240
01.06.2024;CEST;15:45;16:00;MW;0,000;0,000;0,000;2,572;2,572;5,792;6,528;0,648;12,360;25,328
01.06.2024;CEST;16:00;16:15;MW;8,876;4,760;3,012;21,996;38,644;0,036;1,288;0,112;2,832;4,268
01.06.2024;CEST;16:15;16:30;MW;0,132;7,924;1,788;18,632;28,476;0,000;0,000;0,000;2,528;2,528
01.06.2024;CEST;16:30;16:45;MW;0,000;4,720;0,964;10,240;15,924;0,000;0,000;0,000;1,804;1,804
01.06.2024;CEST;16:45;17:00;MW;0,096;4,444;0,608;5,508;10,656;1,168;11,568;2,488;24,596;39,820
01.06.2024;CEST;17:00;17:15;MW;0,000;0,000;0,016;3,128;3,144;0,072;5,508;1,468;7,368;14,416
01.06.2024;CEST;17:15;17:30;MW;14,800;5,872;4,360;9,736;34,768;0,012;3,024;0,104;2,612;5,752
01.06.2024;CEST;17:30;17:45;MW;22,580;16,812;4,672;27,356;71,420;0,000;0,000;0,000;1,788;1,788
01.06.2024;CEST;17:45;18:00;MW;1,660;0,700;0,256;4,372;6,988;0,000;0,000;0,000;10,044;10,044
01.06.2024;CEST;18:00;18:15;MW;0,000;0,000;0,000;9,488;9,488;0,000;5,924;0,176;6,416;12,516
01.06.2024;CEST;18:15;18:30;MW;35,656;40,496;13,068;45,372;134,592;0,812;7,392;1,416;50,616;60,236
01.06.2024;CEST;18:30;18:45;MW;69,692;30,684;15,136;72,972;188,484;0,000;0,000;0,000;1,116;1,116
01.06.2024;CEST;18:45;19:00;MW;75,940;79,084;33,420;176,540;364,984;0,000;0,000;0,000;0,000;0,000
01.06.2024;CEST;19:00;19:15;MW;43,236;23,684;13,440;68,472;148,832;0,000;0,000;0,000;0,268;0,268
01.06.2024;CEST;19:15;19:30;MW;51,872;30,228;17,028;184,200;283,328;0,000;0,000;0,000;1,596;1,596
01.06.2024;CEST;19:30;19:45;MW;49,616;38,104;22,848;146,076;256,644;0,000;0,000;0,000;0,000;0,000
01.06.2024;CEST;19:45;20:00;MW;48,076;90,544;23,368;98,248;260,236;0,000;0,000;0,000;0,000;0,000
01.06.2024;CEST;20:00;20:15;MW;0,488;59,992;74,740;109,104;244,324;0,000;0,000;0,000;0,000;0,000
01.06.2024;CEST;20:15;20:30;MW;2,312;46,208;67,056;164,804;280,380;0,000;0,000;0,000;0,000;0,000
01.06.2024;CEST;20:30;20:45;MW;4,852;92,772;83,468;419,392;600,484;0,000;0,000;0,000;0,000;0,000
01.06.2024;CEST;20:45;21:00;MW;3,080;2,832;101,368;516,968;624,248;0,000;0,000;0,000;0,000;0,000
01.06.2024;CEST;21:00;21:15;MW;0,000;71,960;8,500;145,532;225,992;0,000;0,000;0,000;0,000;0,000
01.06.2024;CEST;21:15;21:30;MW;0,136;7,768;12,932;19,280;40,116;0,000;0,000;0,000;1,832;1,832
01.06.2024;CEST;21:30;21:45;MW;0,000;0,000;0,000;2,028;2,028;9,952;1,276;0,072;20,616;31,916
01.06.2024;CEST;21:45;22:00;MW;0,000;0,000;0,008;0,864;0,872;10,720;5,428;0,060;16,724;32,932
01.06.2024;CEST;22:00;22:15;MW;0,000;41,772;47,596;166,452;255,820;7,852;2,212;0,000;7,784;17,848
01.06.2024;CEST;22:15;22:30;MW;0,000;2,100;0,504;7,020;9,624;16,648;6,344;0,040;9,808;32,840
01.06.2024;CEST;22:30;22:45;MW;0,000;3,232;2,120;18,888;24,240;5,512;4,088;0,028;21,576;31,204
01.06.2024;CEST;22:45;23:00;MW;0,000;0,008;0,652;22,956;23,616;28,300;10,148;0,124;35,764;74,336
01.06.2024;CEST;23:00;23:15;MW;0,000;41,060;10,772;399,224;451,056;0,972;1,068;0,008;0,552;2,600
01.06.2024;CEST;23:15;23:30;MW;0,000;45,476;7,536;242,868;295,880;0,000;0,000;0,000;0,000;0,000
01.06.2024;CEST;23:30;23:45;MW;13,552;18,112;2,068;134,272;168,004;0,000;0,000;0,000;2,968;2,968
01.06.2024;CEST;23:45;00:00;MW;0,628;0,376;0,556;29,532;31,092;0,000;0,000;0,000;4,244;4,244
02.06.2024;CEST;00:00;00:15;MW;0,000;9,856;1,156;93,336;104,348;0,000;0,000;0,000;0,000;0,000
02.06.2024;CEST;00:15;00:30;MW;0,000;2,136;0,104;23,288;25,528;0,000;0,528;0,276;43,868;44,672
02.06.2024;CEST;00:30;00:45;MW;1,692;0,072;0,000;25,188;26,952;19,384;3,480;0,348;37,052;60,264
02.06.2024;CEST;00:45;01:00;MW;0,000;3,052;0,356;55,628;59,036;0,112;1,020;0,168;11,208;12,508
02.06.2024;CEST;01:00;01:15;MW;0,000;0,316;0,708;61,696;62,720;0,000;0,080;0,000;2,788;2,868
02.06.2024;CEST;01:15;01:30;MW;7,340;8,656;1,108;48,776;65,880;0,000;0,000;0,100;3,308;3,408
02.06.2024;CEST;01:30;01:45;MW;0,000;2,860;1,484;83,060;87,404;0,000;0,000;0,008;0,080;0,088
02.06.2024;CEST;01:45;02:00;MW;0,928;37,684;1,628;87,112;127,352;0,000;0,000;0,000;0,000;0,000
02.06.2024;CEST;02:00;02:15;MW;0,688;43,872;1,624;109,544;155,728;0,000;0,000;0,000;0,048;0,048
02.06.2024;CEST;02:15;02:30;MW;0,056;29,008;1,172;76,504;106,740;0,000;0,000;0,404;31,484;31,888
02.06.2024;CEST;02:30;02:45;MW;0,000;0,000;0,000;1,860;1,860;0,000;0,000;0,000;5,572;5,572
02.06.2024;CEST;02:45;03:00;MW;0,000;0,000;0,000;2,240;2,240;0,000;0,000;0,000;2,800;2,800
02.06.2024;CEST;03:00;03:15;MW;0,000;0,000;0,000;3,996;3,996;0,000;0,000;0,000;3,224;3,224
02.06.2024;CEST;03:15;03:30;MW;0,000;0,000;0,000;2,996;2,996;0,000;0,000;0,000;3,516;3,516
02.06.2024;CEST;03:30;03:45;MW;0,000;0,000;0,000;0,376;0,376;0,000;0,092;0,096;13,636;13,824
02.06.2024;CEST;03:45;04:00;MW;0,000;0,048;0,036;5,020;5,104;0,000;0,244;0,052;9,468;9,764
02.06.2024;CEST;04:00;04:15;MW;0,000;0,044;0,032;6,512;6,588;0,000;0,000;0,000;8,172;8,172
02.06.2024;CEST;04:15;04:30;MW;0,000;0,000;0,000;2,496;2,496;0,000;7,652;0,788;122,956;131,396
02.06.2024;CEST;04:30;04:45;MW;0,000;0,000;0,000;0,740;0,740;0,048;7,144;0,196;69,436;76,824
02.06.2024;CEST;04:45;05:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;8,872;0,384;34,760;44,016
02.06.2024;CEST;05:00;05:15;MW;16,236;26,044;0,576;25,168;68,024;0,000;0,348;0,000;1,216;1,564
02.06.2024;CEST;05:15;05:30;MW;3,584;6,756;0,948;37,104;48,392;0,000;0,000;0,000;1,196;1,196
02.06.2024;CEST;05:30;05:45;MW;0,220;1,484;0,128;3,792;5,624;0,648;1,576;0,524;18,412;21,160
02.06.2024;CEST;05:45;06:00;MW;0,000;0,000;0,000;1,704;1,704;0,000;12,812;0,100;8,924;21,836
02.06.2024;CEST;06:00;06:15;MW;8,008;5,572;0,700;30,900;45,180;0,824;5,900;0,428;3,160;10,312
02.06.2024;CEST;06:15;06:30;MW;0,028;0,444;0,032;5,812;6,316;0,328;14,268;0,700;3,736;19,032
02.06.2024;CEST;06:30;06:45;MW;0,044;0,000;0,000;3,964;4,008;0,700;17,048;0,988;3,956;22,692
02.06.2024;CEST;06:45;07:00;MW;0,000;0,004;0,000;2,352;2,356;0,000;2,216;0,160;2,956;5,332
02.06.2024;CEST;07:00;07:15;MW;5,084;9,208;1,032;133,344;148,668;0,000;0,000;0,000;0,628;0,628
02.06.2024;CEST;07:15;07:30;MW;1,660;2,856;0,004;12,988;17,508;0,000;0,000;0,000;2,280;2,280
02.06.2024;CEST;07:30;07:45;MW;0,000;0,000;0,000;1,960;1,960;0,000;0,000;0,000;2,648;2,648
02.06.2024;CEST;07:45;08:00;MW;0,476;0,944;0,220;10,404;12,044;0,000;0,000;0,000;1,668;1,668
02.06.2024;CEST;08:00;08:15;MW;0,028;1,312;0,156;15,148;16,644;0,012;0,060;0,012;3,096;3,180
02.06.2024;CEST;08:15;08:30;MW;0,160;0,592;0,056;3,948;4,756;0,284;1,156;0,088;1,980;3,508
02.06.2024;CEST;08:30;08:45;MW;0,000;0,000;0,000;3,544;3,544;3,832;5,816;0,584;3,632;13,864
02.06.2024;CEST;08:45;09:00;MW;4,768;17,880;2,536;100,192;125,376;0,000;0,000;0,000;0,660;0,660
02.06.2024;CEST;09:00;09:15;MW;0,288;3,272;0,180;55,280;59,020;3,852;7,608;0,128;1,448;13,036
02.06.2024;CEST;09:15;09:30;MW;1,104;11,072;0,912;96,488;109,576;0,000;0,256;0,000;0,688;0,944
02.06.2024;CEST;09:30;09:45;MW;3,340;19,360;3,568;238,356;264,624;0,000;0,000;0,000;0,236;0,236
02.06.2024;CEST;09:45;10:00;MW;2,120;13,580;2,000;150,388;168,088;0,000;0,000;0,000;0,232;0,232
02.06.2024;CEST;10:00;10:15;MW;2,672;8,060;0,664;293,096;304,492;0,000;0,000;0,000;0,000;0,000
02.06.2024;CEST;10:15;10:30;MW;2,568;8,788;1,452;480,456;493,264;0,000;0,000;0,000;0,000;0,000
02.06.2024;CEST;10:30;10:45;MW;28,104;14,188;4,304;561,020;607,616;0,000;0,000;0,000;0,000;0,000
02.06.2024;CEST;10:45;11:00;MW;94,116;15,220;3,728;382,864;495,928;0,000;0,000;0,000;0,000;0,000
02.06.2024;CEST;11:00;11:15;MW;163,576;21,916;2,512;87,116;275,120;0,000;0,000;0,000;0,000;0,000
02.06.2024;CEST;11:15;11:30;MW;27,312;5,656;0,700;41,244;74,912;0,000;0,000;0,000;2,768;2,768
02.06.2024;CEST;11:30;11:45;MW;83,356;16,080;2,256;87,516;189,208;0,000;0,000;0,000;0,000;0,000
02.06.2024;CEST;11:45;12:00;MW;26,276;13,232;1,760;78,884;120,152;0,656;0,064;0,004;0,392;1,116
02.06.2024;CEST;12:00;12:15;MW;0,004;0,016;0,000;3,184;3,204;0,980;0,688;0,084;9,052;10,804
02.06.2024;CEST;12:15;12:30;MW;0,008;0,028;0,000;2,180;2,216;1,728;1,012;0,104;6,844;9,688
02.06.2024;CEST;12:30;12:45;MW;16,460;10,828;1,416;33,692;62,396;0,000;0,040;0,000;1,144;1,184
02.06.2024;CEST;12:45;13:00;MW;0,364;0,260;0,148;5,840;6,612;0,000;0,000;0,000;1,624;1,624
02.06.2024;CEST;13:00;13:15;MW;10,572;46,312;2,652;85,256;144,792;0,560;0,000;0,044;0,608;1,212
02.06.2024;CEST;13:15;13:30;MW;0,000;0,776;0,000;4,812;5,588;2,660;0,012;0,072;2,128;4,872
02.06.2024;CEST;13:30;13:45;MW;0,000;0,000;0,000;3,020;3,020;1,512;1,480;0,300;4,140;7,432
02.06.2024;CEST;13:45;14:00;MW;0,000;0,000;0,000;2,476;2,476;0,000;0,000;0,000;2,720;2,720
02.06.2024;CEST;14:00;14:15;MW;15,048;17,928;1,112;14,688;48,776;0,000;0,000;0,000;2,128;2,128
02.06.2024;CEST;14:15;14:30;MW;4,520;11,444;0,728;12,040;28,732;0,000;0,000;0,000;0,688;0,688
02.06.2024;CEST;14:30;14:45;MW;0,280;0,800;0,068;3,184;4,332;0,000;0,000;0,000;2,088;2,088
02.06.2024;CEST;14:45;15:00;MW;0,168;0,720;0,100;3,544;4,532;0,000;0,000;0,000;1,108;1,108
02.06.2024;CEST;15:00;15:15;MW;0,000;0,000;0,000;1,896;1,896;0,288;0,000;0,024;3,560;3,872
02.06.2024;CEST;15:15;15:30;MW;0,000;0,000;0,000;6,496;6,496;0,228;0,116;0,056;5,748;6,148
02.06.2024;CEST;15:30;15:45;MW;1,848;1,608;0,292;5,744;9,492;0,536;0,324;0,056;4,152;5,068
02.06.2024;CEST;15:45;16:00;MW;2,052;2,848;0,056;2,988;7,944;7,168;7,088;0,240;3,880;18,376
02.06.2024;CEST;16:00;16:15;MW;0,000;0,000;0,000;3,584;3,584;0,028;2,124;0,308;4,608;7,068
02.06.2024;CEST;16:15;16:30;MW;0,000;0,000;0,000;1,224;1,224;0,168;6,484;0,336;7,628;14,616
02.06.2024;CEST;16:30;16:45;MW;1,284;0,404;0,056;5,476;7,220;0,168;2,316;0,148;6,508;9,140
02.06.2024;CEST;16:45;17:00;MW;2,100;2,184;0,192;5,868;10,344;0,176;0,944;0,032;7,560;8,712
02.06.2024;CEST;17:00;17:15;MW;5,328;5,844;1,484;18,508;31,164;0,012;1,868;0,188;13,156;15,224
02.06.2024;CEST;17:15;17:30;MW;3,888;3,012;0,528;12,776;20,204;0,000;0,536;0,056;2,736;3,328
02.06.2024;CEST;17:30;17:45;MW;35,596;26,476;1,712;47,232;111,016;0,000;0,000;0,000;1,884;1,884
02.06.2024;CEST;17:45;18:00;MW;58,044;88,724;3,168;144,704;294,640;0,000;0,000;0,000;0,000;0,000
02.06.2024;CEST;18:00;18:15;MW;30,832;28,372;1,820;111,112;172,136;0,000;0,000;0,000;1,400;1,400
02.06.2024;CEST;18:15;18:30;MW;121,636;99,012;5,168;304,524;530,340;0,000;0,000;0,000;0,000;0,000
02.06.2024;CEST;18:30;18:45;MW;110,848;107,164;4,388;232,616;455,016;0,000;0,000;0,000;0,000;0,000
02.06.2024;CEST;18:45;19:00;MW;69,188;32,944;2,068;93,524;197,724;0,000;0,000;0,000;1,216;1,216
02.06.2024;CEST;19:00;19:15;MW;1,448;4,076;0,180;10,752;16,456;0,000;0,000;0,000;2,672;2,672
02.06.2024;CEST;19:15;19:30;MW;0,000;0,000;0,000;2,884;2,884;0,000;3,028;1,344;10,548;14,920
02.06.2024;CEST;19:30;19:45;MW;16,144;5,420;1,152;6,056;28,772;1,852;0,896;0,000;3,312;6,060
02.06.2024;CEST;19:45;20:00;MW;22,508;8,524;0,968;4,088;36,088;0,068;2,412;0,180;9,632;12,292
02.06.2024;CEST;20:00;20:15;MW;10,052;5,604;9,604;8,480;33,740;3,684;3,820;0,072;4,256;11,832
02.06.2024;CEST;20:15;20:30;MW;19,976;23,156;39,676;34,760;117,568;0,100;0,000;0,000;1,724;1,824
02.06.2024;CEST;20:30;20:45;MW;68,360;29,340;72,152;65,964;235,816;0,000;0,000;0,000;0,000;0,000
02.06.2024;CEST;20:45;21:00;MW;7,720;11,560;3,680;22,360;45,320;0,000;0,000;0,000;0,000;0,000
02.06.2024;CEST;21:00;21:15;MW;18,536;11,192;19,664;26,684;76,076;1,376;0,212;0,004;1,664;3,256
02.06.2024;CEST;21:15;21:30;MW;0,128;0,060;0,052;4,628;4,868;0,492;0,392;0,096;4,632;5,612
02.06.2024;CEST;21:30;21:45;MW;27,564;7,844;18,992;41,852;96,252;0,008;0,000;0,000;3,452;3,460
02.06.2024;CEST;21:45;22:00;MW;35,756;14,644;62,780;82,608;195,788;0,000;0,000;0,000;1,156;1,156
02.06.2024;CEST;22:00;22:15;MW;231,184;52,472;96,096;360,452;740,204;0,000;0,000;0,000;0,000;0,000
02.06.2024;CEST;22:15;22:30;MW;132,636;23,752;95,424;183,432;435,244;0,000;0,000;0,000;0,000;0,000
02.06.2024;CEST;22:30;22:45;MW;79,980;22,344;76,200;104,840;283,364;0,000;0,000;0,000;1,332;1,332
02.06.2024;CEST;22:45;23:00;MW;8,972;12,068;31,028;7,508;59,576;0,000;0,000;0,000;2,120;2,120
02.06.2024;CEST;23:00;23:15;MW;95,880;19,560;80,984;216,320;412,744;0,000;0,000;0,000;1,152;1,152
02.06.2024;CEST;23:15;23:30;MW;11,068;11,312;43,396;51,248;117,024;0,056;0,000;0,000;1,872;1,928
02.06.2024;CEST;23:30;23:45;MW;25,156;14,980;56,640;85,316;182,092;0,000;0,000;0,000;0,892;0,892
02.06.2024;CEST;23:45;00:00;MW;12,904;10,176;34,392;31,460;88,932;2,068;0,432;0,116;4,732;7,348
03.06.2024;CEST;00:00;00:15;MW;9,936;1,380;44,368;94,032;149,716;0,032;0,328;0,028;3,960;4,348
03.06.2024;CEST;00:15;00:30;MW;1,780;0,112;29,496;26,984;58,372;0,240;0,000;0,000;1,800;2,040
03.06.2024;CEST;00:30;00:45;MW;9,456;0,624;1,020;6,884;17,984;0,252;0,000;0,000;2,088;2,340
03.06.2024;CEST;00:45;01:00;MW;0,000;0,000;0,480;10,872;11,352;1,212;2,744;0,132;4,988;9,076
03.06.2024;CEST;01:00;01:15;MW;0,144;0,000;2,988;4,528;7,660;0,000;2,116;0,000;6,732;8,848
03.06.2024;CEST;01:15;01:30;MW;3,856;0,308;21,300;8,832;34,296;0,008;0,000;0,000;3,384;3,392
03.06.2024;CEST;01:30;01:45;MW;0,000;0,000;0,000;3,152;3,152;0,000;0,664;0,000;5,884;6,548
03.06.2024;CEST;01:45;02:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;13,684;0,000;168,392;182,076
03.06.2024;CEST;02:00;02:15;MW;0,000;0,000;0,488;0,000;0,488;0,000;7,708;0,000;39,608;47,316
03.06.2024;CEST;02:15;02:30;MW;0,000;0,000;0,720;2,560;3,280;0,000;3,104;0,000;7,588;10,692
03.06.2024;CEST;02:30;02:45;MW;12,108;0,000;1,372;66,356;79,836;0,000;1,300;0,000;0,360;1,660
03.06.2024;CEST;02:45;03:00;MW;20,080;58,300;1,392;160,468;240,240;0,000;0,000;0,000;0,000;0,000
03.06.2024;CEST;03:00;03:15;MW;26,708;97,856;80,276;103,312;308,152;0,000;0,000;0,000;0,000;0,000
03.06.2024;CEST;03:15;03:30;MW;23,588;60,752;96,244;48,440;229,024;0,000;0,000;0,000;0,048;0,048
03.06.2024;CEST;03:30;03:45;MW;0,592;1,264;10,672;10,932;23,460;0,052;0,000;0,000;2,092;2,144
03.06.2024;CEST;03:45;04:00;MW;0,000;0,000;0,000;2,964;2,964;1,016;0,000;0,208;14,156;15,380
03.06.2024;CEST;04:00;04:15;MW;0,000;0,000;0,000;3,776;3,776;6,488;1,584;4,196;3,352;15,620
03.06.2024;CEST;04:15;04:30;MW;0,000;0,000;0,000;0,748;0,748;49,412;23,748;27,044;50,232;150,436
03.06.2024;CEST;04:30;04:45;MW;0,020;0,032;0,040;2,968;3,060;1,064;0,028;0,132;3,228;4,452
03.06.2024;CEST;04:45;05:00;MW;0,000;0,000;0,000;1,684;1,684;6,520;0,224;6,116;5,564;18,424
03.06.2024;CEST;05:00;05:15;MW;40,944;1,580;55,488;40,752;138,764;0,844;0,020;0,980;1,336;3,180
03.06.2024;CEST;05:15;05:30;MW;3,528;0,144;20,660;7,580;31,912;0,148;0,000;0,004;3,300;3,452
03.06.2024;CEST;05:30;05:45;MW;16,164;9,064;41,780;50,228;117,236;0,004;0,000;0,000;4,320;4,324
03.06.2024;CEST;05:45;06:00;MW;33,896;1,268;36,940;23,368;95,472;0,000;0,000;0,000;2,368;2,368
03.06.2024;CEST;06:00;06:15;MW;57,176;21,792;79,544;507,564;666,076;0,520;0,000;0,000;0,744;1,264
03.06.2024;CEST;06:15;06:30;MW;98,068;2,588;97,536;348,780;546,972;0,000;0,000;0,000;0,000;0,000
03.06.2024;CEST;06:30;06:45;MW;90,716;1,184;81,400;398,064;571,364;0,032;0,000;0,000;0,000;0,032
03.06.2024;CEST;06:45;07:00;MW;100,512;30,252;164,072;569,916;864,752;0,000;0,000;0,000;0,000;0,000
03.06.2024;CEST;07:00;07:15;MW;111,088;155,136;214,288;542,808;1023,320;0,000;0,000;0,000;0,000;0,000
