Datum;Zeitzone;von;bis;Einheit;50Hertz (Positiv);Amprion (Positiv);TenneT TSO (Positiv);TransnetBW (Positiv);Deutschland (Positiv);50Hertz (Negativ);Amprion (Negativ);TenneT TSO (Negativ);TransnetBW (Negativ);Deutschland (Negativ)
01.01.2024;CET;00:00;00:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,104;106,688;106,792
01.01.2024;CET;00:15;00:30;MW;3,488;9,048;0,332;8,216;21,084;0,000;0,000;0,104;0,004;0,108
01.01.2024;CET;00:30;00:45;MW;23,736;20,244;0,676;55,112;99,768;0,000;0,000;0,000;0,000;0,000
01.01.2024;CET;00:45;01:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
01.01.2024;CET;01:00;01:15;MW;0,000;0,000;0,000;0,204;0,204;0,000;0,000;0,000;0,000;0,000
01.01.2024;CET;01:15;01:30;MW;0,000;3,112;0,096;4,416;7,624;0,000;0,000;0,000;0,000;0,000
01.01.2024;CET;01:30;01:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,276;0,276
01.01.2024;CET;01:45;02:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,052;0,000;1,628;1,680
01.01.2024;CET;02:00;02:15;MW;0,000;38,384;0,596;48,648;87,628;0,000;0,016;0,000;0,044;0,060
01.01.2024;CET;02:15;02:30;MW;0,000;2,008;0,176;3,388;5,572;0,000;0,000;0,000;0,000;0,000
01.01.2024;CET;02:30;02:45;MW;0,000;0,000;0,028;0,024;0,052;0,000;0,000;0,000;0,000;0,000
01.01.2024;CET;02:45;03:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;1,124;1,124
01.01.2024;CET;03:00;03:15;MW;0,000;7,052;0,296;18,224;25,572;0,000;0,000;0,000;0,000;0,000
01.01.2024;CET;03:15;03:30;MW;0,000;31,228;0,116;31,796;63,140;0,000;0,000;0,000;0,000;0,000
01.01.2024;CET;03:30;03:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
01.01.2024;CET;03:45;04:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,156;0,144;131,192;131,492
01.01.2024;CET;04:00;04:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,244;0,000;21,888;22,132
01.01.2024;CET;04:15;04:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
01.01.2024;CET;04:30;04:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
01.01.2024;CET;04:45;05:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,004;0,000;0,000;0,004
01.01.2024;CET;05:00;05:15;MW;0,000;0,000;0,060;0,052;0,112;0,000;0,000;0,000;0,000;0,000
01.01.2024;CET;05:15;05:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
01.01.2024;CET;05:30;05:45;MW;0,176;0,000;0,000;0,296;0,472;0,000;0,000;0,000;0,000;0,000
01.01.2024;CET;05:45;06:00;MW;0,000;0,000;0,028;0,056;0,084;0,000;0,000;0,000;0,000;0,000
01.01.2024;CET;06:00;06:15;MW;0,076;0,000;0,120;1,592;1,788;0,000;0,000;0,000;0,000;0,000
01.01.2024;CET;06:15;06:30;MW;0,000;0,000;0,436;1,272;1,708;0,000;0,000;0,076;0,000;0,076
01.01.2024;CET;06:30;06:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;3,276;1,060;46,516;50,852
01.01.2024;CET;06:45;07:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;6,984;2,680;48,956;58,620
01.01.2024;CET;07:00;07:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;3,324;0,288;6,704;10,316
01.01.2024;CET;07:15;07:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;6,220;4,764;93,204;104,188
01.01.2024;CET;07:30;07:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;8,352;6,420;265,924;280,696
01.01.2024;CET;07:45;08:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;8,888;4,616;315,072;328,576
01.01.2024;CET;08:00;08:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;9,576;4,252;178,152;191,980
01.01.2024;CET;08:15;08:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;8,668;3,096;155,424;167,188
01.01.2024;CET;08:30;08:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;5,432;2,024;51,340;58,796
01.01.2024;CET;08:45;09:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;4,820;0,920;34,016;39,756
01.01.2024;CET;09:00;09:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;2,976;0,540;16,988;20,504
01.01.2024;CET;09:15;09:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,004;0,000;0,004
01.01.2024;CET;09:30;09:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,016;0,000;0,016
01.01.2024;CET;09:45;10:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;3,528;1,236;24,072;28,836
01.01.2024;CET;10:00;10:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;0,040;0,032;0,192;0,264
01.01.2024;CET;10:15;10:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;4,328;3,440;124,640;132,408
01.01.2024;CET;10:30;10:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;13,012;7,696;345,668;366,376
01.01.2024;CET;10:45;11:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;23,100;11,352;323,468;357,920
01.01.2024;CET;11:00;11:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;4,704;0,264;1,784;6,752
01.01.2024;CET;11:15;11:30;MW;0,000;0,000;0,000;0,000;0,000;0,000;1,816;0,204;0,428;2,448
01.01.2024;CET;11:30;11:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;5,204;0,372;4,748;10,324
01.01.2024;CET;11:45;12:00;MW;0,000;0,000;0,000;0,000;0,000;0,000;10,432;4,976;215,504;230,912
