Datum;Zeitzone;von;bis;Einheit;50Hertz (Positiv);Amprion (Positiv);TenneT TSO (Positiv);TransnetBW (Positiv);Deutschland (Positiv);50Hertz (Negativ);Amprion (Negativ);TenneT TSO (Negativ);TransnetBW (Negativ);Deutschland (Negativ)
01.05.2024;CEST;06:45;07:00;MW;3,368;0,000;1,884;9,372;14,624;0,008;0,000;0,000;0,940;0,948
01.05.2024;CEST;07:00;07:15;MW;22,848;0,000;36,344;91,912;151,104;0,000;0,000;0,000;1,728;1,728
01.05.2024;CEST;07:15;07:30;MW;210,804;0,000;52,696;351,160;614,660;0,000;0,000;0,000;0,000;0,000
01.05.2024;CEST;07:30;07:45;MW;213,644;0,000;52,872;438,148;704,664;0,000;0,000;0,000;0,000;0,000
01.05.2024;CEST;07:45;08:00;MW;225,156;1,712;54,216;916,304;1197,388;0,000;0,000;0,000;0,000;0,000
01.05.2024;CEST;08:00;08:15;MW;45,336;5,636;71,120;906,536;1028,628;0,000;0,000;0,000;0,000;0,000
01.05.2024;CEST;08:15;08:30;MW;119,492;6,952;64,376;573,264;764,084;0,000;0,000;0,000;0,000;0,000
01.05.2024;CEST;08:30;08:45;MW;0,520;0,000;5,360;10,472;16,352;1,128;9,136;5,020;52,008;67,292
01.05.2024;CEST;08:45;09:00;MW;1,700;0,000;6,288;13,612;21,600;0,404;3,584;3,596;4,092;11,676
01.05.2024;CEST;09:00;09:15;MW;15,484;0,000;12,684;3,196;31,364;8,868;6,988;0,616;34,768;51,240
01.05.2024;CEST;09:15;09:30;MW;13,560;0,056;16,484;2,700;32,800;0,196;5,144;0,308;22,712;28,360
01.05.2024;CEST;09:30;09:45;MW;60,372;7,540;24,344;28,272;120,528;0,940;10,664;2,708;48,852;63,164
01.05.2024;CEST;09:45;10:00;MW;9,728;1,500;5,540;72,584;89,352;0,404;4,552;3,248;30,484;38,688
01.05.2024;CEST;10:00;10:15;MW;92,484;38,572;43,732;252,872;427,660;0,308;2,296;0,044;10,524;13,172
01.05.2024;CEST;10:15;10:30;MW;0,000;0,000;0,032;1,584;1,616;1,228;13,636;1,532;39,060;55,456
01.05.2024;CEST;10:30;10:45;MW;1,472;0,000;2,916;0,408;4,796;16,156;7,860;4,504;69,464;97,984
01.05.2024;CEST;10:45;11:00;MW;0,000;0,000;0,000;1,944;1,944;1,356;14,908;6,824;88,960;112,048
01.05.2024;CEST;11:00;11:15;MW;0,000;0,000;0,000;0,160;0,160;1,056;16,584;4,616;224,716;246,972
01.05.2024;CEST;11:15;11:30;MW;5,452;0,000;13,740;0,556;19,748;0,000;4,996;1,564;31,136;37,696
01.05.2024;CEST;11:30;11:45;MW;49,300;10,488;19,756;11,352;90,896;0,000;0,000;0,044;0,892;0,936
01.05.2024;CEST;11:45;12:00;MW;4,704;0,000;5,892;0,608;11,204;0,452;15,276;5,228;66,592;87,548
01.05.2024;CEST;12:00;12:15;MW;0,520;0,000;3,980;0,584;5,084;1,988;7,444;6,292;107,364;123,088
01.05.2024;CEST;12:15;12:30;MW;0,080;0,000;0,072;0,000;0,152;1,216;8,864;9,928;112,076;132,084
01.05.2024;CEST;12:30;12:45;MW;0,000;0,000;0,000;0,000;0,000;1,848;18,936;15,452;218,304;254,540
01.05.2024;CEST;12:45;13:00;MW;0,000;0,000;0,000;0,000;0,000;1,640;19,672;19,212;184,676;225,200
01.05.2024;CEST;13:00;13:15;MW;0,136;0,000;0,144;0,016;0,296;1,700;12,988;10,004;280,888;305,580
01.05.2024;CEST;13:15;13:30;MW;0,000;0,000;0,000;0,000;0,000;2,480;34,860;19,980;536,768;594,088
01.05.2024;CEST;13:30;13:45;MW;0,000;0,000;0,000;0,000;0,000;1,624;38,328;17,940;270,036;327,928
01.05.2024;CEST;13:45;14:00;MW;0,000;0,000;0,000;0,000;0,000;0,992;14,912;6,252;74,000;96,156
01.05.2024;CEST;14:00;14:15;MW;0,000;0,000;0,000;0,000;0,000;3,060;38,152;15,864;313,696;370,772
01.05.2024;CEST;14:15;14:30;MW;0,000;0,000;0,000;0,000;0,000;2,412;28,996;19,216;420,624;471,248
01.05.2024;CEST;14:30;14:45;MW;0,000;0,000;0,000;0,000;0,000;2,176;28,292;18,188;275,328;323,984
01.05.2024;CEST;14:45;15:00;MW;0,000;0,000;0,000;0,000;0,000;2,248;22,668;15,232;217,980;258,128
01.05.2024;CEST;15:00;15:15;MW;2,092;0,000;0,912;1,316;4,320;0,040;8,988;1,380;15,192;25,600
01.05.2024;CEST;15:15;15:30;MW;0,000;0,000;0,008;0,232;0,240;0,512;12,960;7,024;130,792;151,288
01.05.2024;CEST;15:30;15:45;MW;0,136;0,000;0,556;1,492;2,184;0,000;6,128;2,920;28,200;37,248
01.05.2024;CEST;15:45;16:00;MW;4,972;6,064;3,676;5,112;19,824;0,000;4,308;3,296;75,616;83,220
01.05.2024;CEST;16:00;16:15;MW;3,972;8,236;7,148;17,540;36,896;0,000;2,320;5,948;118,192;126,460
01.05.2024;CEST;16:15;16:30;MW;1,512;1,564;0,992;2,428;6,496;0,000;6,388;3,028;56,332;65,748
01.05.2024;CEST;16:30;16:45;MW;1,524;0,500;1,540;1,056;4,620;0,000;5,672;1,916;26,464;34,052
01.05.2024;CEST;16:45;17:00;MW;0,236;0,000;0,328;1,344;1,908;4,388;7,468;4,764;27,700;44,320
01.05.2024;CEST;17:00;17:15;MW;5,304;8,836;4,184;19,344;37,668;0,000;4,276;5,032;69,816;79,124
01.05.2024;CEST;17:15;17:30;MW;13,988;8,328;8,344;31,628;62,288;0,000;8,948;1,248;76,016;86,212
01.05.2024;CEST;17:30;17:45;MW;34,072;35,660;23,628;78,696;172,056;0,000;0,000;0,000;0,712;0,712
01.05.2024;CEST;17:45;18:00;MW;35,652;18,028;19,128;40,232;113,040;1,920;14,696;7,240;176,396;200,252
01.05.2024;CEST;18:00;18:15;MW;12,008;14,152;8,944;43,744;78,848;0,000;0,568;8,608;121,232;130,408
01.05.2024;CEST;18:15;18:30;MW;33,960;27,420;13,764;69,644;144,788;0,000;3,700;3,352;29,980;37,032
01.05.2024;CEST;18:30;18:45;MW;45,720;46,508;21,700;104,124;218,052;0,000;0,000;0,080;4,660;4,740
01.05.2024;CEST;18:45;19:00;MW;26,760;22,788;16,896;58,116;124,560;0,000;0,000;0,100;24,596;24,696
01.05.2024;CEST;19:00;19:15;MW;0,400;8,712;2,208;18,796;30,116;0,000;0,192;0,716;15,476;16,384
01.05.2024;CEST;19:15;19:30;MW;24,868;26,328;10,148;69,336;130,680;0,292;0,028;0,000;0,072;0,392
01.05.2024;CEST;19:30;19:45;MW;65,096;69,664;27,424;201,800;363,984;0,000;0,000;0,000;0,580;0,580
01.05.2024;CEST;19:45;20:00;MW;68,100;88,440;35,124;209,736;401,400;0,000;0,000;0,000;0,000;0,000
01.05.2024;CEST;20:00;20:15;MW;4,216;10,108;4,104;36,440;54,868;0,060;0,000;0,000;0,012;0,072
01.05.2024;CEST;20:15;20:30;MW;0,000;1,536;0,196;8,684;10,416;2,744;0,000;0,072;3,324;6,140
01.05.2024;CEST;20:30;20:45;MW;0,004;0,564;0,668;5,744;6,980;0,360;2,340;0,140;2,960;5,800
01.05.2024;CEST;20:45;21:00;MW;0,424;0,004;1,988;7,376;9,792;0,012;1,604;0,000;0,024;1,640
01.05.2024;CEST;21:00;21:15;MW;98,992;44,892;34,528;175,164;353,576;0,000;0,000;0,000;0,000;0,000
01.05.2024;CEST;21:15;21:30;MW;39,256;17,072;14,568;72,456;143,352;0,156;1,328;0,016;0,556;2,056
01.05.2024;CEST;21:30;21:45;MW;0,008;0,604;0,012;2,060;2,684;0,036;2,260;0,000;0,964;3,260
01.05.2024;CEST;21:45;22:00;MW;0,000;0,000;0,000;0,168;0,168;0,200;9,112;1,552;33,876;44,740
01.05.2024;CEST;22:00;22:15;MW;4,412;42,132;25,552;156,456;228,552;14,756;10,624;1,064;53,756;80,200
01.05.2024;CEST;22:15;22:30;MW;0,000;0,000;0,000;1,340;1,340;22,484;19,260;1,896;59,668;103,308
01.05.2024;CEST;22:30;22:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;34,836;4,124;103,028;141,988
01.05.2024;CEST;22:45;23:00;MW;0,000;0,000;0,000;1,108;1,108;0,000;6,440;0,492;14,236;21,168
01.05.2024;CEST;23:00;23:15;MW;4,008;0,096;3,600;19,944;27,648;0,000;0,652;0,000;0,984;1,636
01.05.2024;CEST;23:15;23:30;MW;0,000;0,000;0,000;0,752;0,752;0,000;1,044;0,000;1,388;2,432
01.05.2024;CEST;23:30;23:45;MW;0,000;0,000;0,000;1,780;1,780;0,000;18,940;0,468;37,100;56,508
01.05.2024;CEST;23:45;00:00;MW;0,000;0,000;0,000;0,656;0,656;0,000;38,024;1,900;65,500;105,424
02.05.2024;CEST;00:00;00:15;MW;0,000;0,000;0,000;2,400;2,400;0,000;22,512;0,588;10,004;33,104
02.05.2024;CEST;00:15;00:30;MW;0,000;0,000;0,000;2,096;2,096;0,000;29,256;0,900;21,904;52,060
02.05.2024;CEST;00:30;00:45;MW;0,000;0,000;0,000;1,260;1,260;0,000;6,920;0,924;3,360;11,204
02.05.2024;CEST;00:45;01:00;MW;0,052;0,008;0,076;0,588;0,724;0,000;0,000;0,000;0,476;0,476
02.05.2024;CEST;01:00;01:15;MW;7,140;17,844;2,836;110,260;138,080;0,000;0,000;0,000;0,944;0,944
02.05.2024;CEST;01:15;01:30;MW;7,872;21,268;1,772;18,836;49,748;0,000;0,000;0,000;0,416;0,416
02.05.2024;CEST;01:30;01:45;MW;0,000;1,264;0,112;1,328;2,704;2,300;0,000;0,008;1,488;3,796
02.05.2024;CEST;01:45;02:00;MW;0,000;0,000;0,000;1,088;1,088;10,984;31,668;5,976;52,408;101,036
02.05.2024;CEST;02:00;02:15;MW;0,000;0,000;0,000;0,288;0,288;6,040;30,004;2,956;11,308;50,308
02.05.2024;CEST;02:15;02:30;MW;0,000;0,000;0,000;0,216;0,216;0,860;18,112;0,220;3,144;22,336
02.05.2024;CEST;02:30;02:45;MW;0,000;0,000;0,000;0,508;0,508;5,076;23,548;0,944;9,512;39,080
02.05.2024;CEST;02:45;03:00;MW;0,000;0,000;0,000;0,992;0,992;2,660;26,028;2,056;4,128;34,872
02.05.2024;CEST;03:00;03:15;MW;5,036;2,668;1,316;2,792;11,812;0,000;6,856;0,000;1,688;8,544
02.05.2024;CEST;03:15;03:30;MW;3,892;1,396;1,276;2,960;9,524;0,000;0,000;0,000;0,304;0,304
02.05.2024;CEST;03:30;03:45;MW;0,000;0,000;0,000;0,880;0,880;0,000;18,708;0,364;0,924;19,996
02.05.2024;CEST;03:45;04:00;MW;0,000;0,000;0,000;0,244;0,244;0,000;30,756;1,460;17,000;49,216
02.05.2024;CEST;04:00;04:15;MW;0,000;0,000;0,000;0,000;0,000;0,000;37,520;2,816;170,380;210,716
02.05.2024;CEST;04:15;04:30;MW;0,000;0,000;0,000;2,000;2,000;0,000;11,284;0,592;7,440;19,316
02.05.2024;CEST;04:30;04:45;MW;0,000;0,000;0,000;0,292;0,292;0,000;0,000;0,000;0,684;0,684
02.05.2024;CEST;04:45;05:00;MW;0,008;0,000;0,000;0,624;0,632;0,000;0,000;0,000;0,936;0,936
02.05.2024;CEST;05:00;05:15;MW;0,856;0,000;0,340;0,936;2,132;0,000;6,880;0,000;2,720;9,600
02.05.2024;CEST;05:15;05:30;MW;0,188;0,000;0,000;1,376;1,564;0,000;1,588;0,000;1,288;2,876
02.05.2024;CEST;05:30;05:45;MW;0,232;0,000;0,492;6,148;6,872;0,000;2,680;0,000;2,788;5,468
02.05.2024;CEST;05:45;06:00;MW;0,192;0,016;0,412;2,836;3,456;0,224;14,924;0,244;39,888;55,280
02.05.2024;CEST;06:00;06:15;MW;1,204;1,712;0,872;4,488;8,276;0,760;35,476;1,980;261,948;300,164
02.05.2024;CEST;06:15;06:30;MW;0,612;1,088;1,120;4,200;7,020;0,000;18,584;0,036;96,620;115,240
02.05.2024;CEST;06:30;06:45;MW;43,736;44,632;10,504;87,964;186,836;0,012;0,096;0,000;0,004;0,112
02.05.2024;CEST;06:45;07:00;MW;51,184;88,048;15,412;79,376;234,020;0,000;0,000;0,000;0,000;0,000
02.05.2024;CEST;07:00;07:15;MW;19,696;70,752;12,688;75,836;178,972;0,000;0,000;0,000;0,000;0,000
02.05.2024;CEST;07:15;07:30;MW;45,992;10,836;14,128;86,816;157,772;0,000;0,000;0,000;0,000;0,000
02.05.2024;CEST;07:30;07:45;MW;7,684;1,044;3,080;2,904;14,712;0,036;0,000;0,000;0,360;0,396
02.05.2024;CEST;07:45;08:00;MW;16,184;6,696;5,736;53,196;81,812;0,000;0,000;0,000;0,036;0,036
02.05.2024;CEST;08:00;08:15;MW;6,200;9,328;1,704;2,092;19,324;0,000;0,000;0,000;3,572;3,572
02.05.2024;CEST;08:15;08:30;MW;0,000;0,000;0,000;0,464;0,464;10,900;5,704;1,820;18,272;36,696
02.05.2024;CEST;08:30;08:45;MW;0,000;0,000;0,000;2,460;2,460;16,932;24,296;2,308;13,876;57,412
02.05.2024;CEST;08:45;09:00;MW;5,052;0,728;0,812;1,968;8,560;0,000;10,988;0,512;10,076;21,576
02.05.2024;CEST;09:00;09:15;MW;0,000;0,000;0,000;1,208;1,208;30,104;26,224;3,432;178,440;238,200
02.05.2024;CEST;09:15;09:30;MW;5,160;5,468;5,628;8,348;24,604;15,020;12,200;1,580;83,008;111,808
02.05.2024;CEST;09:30;09:45;MW;0,076;0,000;0,244;0,032;0,352;16,384;22,344;2,056;30,312;71,096
02.05.2024;CEST;09:45;10:00;MW;0,000;0,000;0,000;0,104;0,104;7,100;79,980;10,044;439,524;536,648
02.05.2024;CEST;10:00;10:15;MW;3,428;0,000;0,656;4,556;8,640;0,972;22,484;5,168;184,520;213,144
02.05.2024;CEST;10:15;10:30;MW;0,000;0,000;0,908;1,364;2,272;21,176;18,736;3,184;147,044;190,140
02.05.2024;CEST;10:30;10:45;MW;0,000;0,000;0,000;0,092;0,092;0,700;24,736;4,208;122,228;151,872
02.05.2024;CEST;10:45;11:00;MW;14,652;0,000;2,404;9,428;26,484;0,000;18,268;2,224;60,332;80,824
02.05.2024;CEST;11:00;11:15;MW;0,028;0,000;0,000;0,216;0,244;6,172;18,572;3,948;71,152;99,844
02.05.2024;CEST;11:15;11:30;MW;0,000;0,000;0,000;0,000;0,000;0,120;27,844;6,012;360,148;394,124
02.05.2024;CEST;11:30;11:45;MW;0,000;0,000;0,000;0,000;0,000;0,000;22,540;1,952;99,536;124,028
02.05.2024;CEST;11:45;12:00;MW;0,000;0,000;0,000;0,008;0,008;0,000;16,292;1,204;86,292;103,788
02.05.2024;CEST;12:00;12:15;MW;0,000;0,000;0,000;0,512;0,512;0,000;3,584;0,148;15,904;19,636
02.05.2024;CEST;12:15;12:30;MW;0,000;0,000;0,000;1,244;1,244;0,000;5,296;0,296;31,388;36,980
02.05.2024;CEST;12:30;12:45;MW;0,000;0,000;0,000;0,000;0,000;10,380;21,728;0,488;247,392;279,988
02.05.2024;CEST;12:45;13:00;MW;0,000;0,000;0,000;0,312;0,312;3,744;21,200;0,208;91,828;116,980
02.05.2024;CEST;13:00;13:15;MW;0,000;0,000;0,000;1,076;1,076;1,080;4,848;0,136;14,524;20,588
02.05.2024;CEST;13:15;13:30;MW;0,000;0,000;0,000;0,000;0,000;8,492;26,268;0,432;184,904;220,096
02.05.2024;CEST;13:30;13:45;MW;0,000;0,000;0,000;0,232;0,232;7,140;17,532;0,184;87,624;112,480
02.05.2024;CEST;13:45;14:00;MW;0,000;0,000;0,000;1,756;1,756;1,228;2,072;0,052;12,864;16,216
02.05.2024;CEST;14:00;14:15;MW;0,096;0,000;0,000;1,908;2,004;1,956;10,212;0,624;70,996;83,788
02.05.2024;CEST;14:15;14:30;MW;0,000;0,000;0,000;0,000;0,000;5,584;17,940;0,560;63,224;87,308
02.05.2024;CEST;14:30;14:45;MW;0,000;0,000;0,000;0,000;0,000;7,776;25,436;0,384;230,888;264,484
02.05.2024;CEST;14:45;15:00;MW;0,124;0,000;0,000;0,436;0,560;1,460;15,872;0,720;161,096;179,148
02.05.2024;CEST;15:00;15:15;MW;1,672;0,000;0,336;4,544;6,552;5,520;19,392;3,868;148,492;177,272
02.05.2024;CEST;15:15;15:30;MW;2,404;0,000;0,984;6,180;9,568;2,728;7,976;0,160;36,676;47,540
02.05.2024;CEST;15:30;15:45;MW;6,744;0,120;1,108;7,776;15,748;0,000;0,216;0,000;1,476;1,692
02.05.2024;CEST;15:45;16:00;MW;12,924;10,860;1,992;16,068;41,844;1,004;0,328;0,024;8,308;9,664
02.05.2024;CEST;16:00;16:15;MW;19,440;24,364;5,584;58,016;107,404;2,928;0,852;0,136;50,116;54,032
02.05.2024;CEST;16:15;16:30;MW;0,852;1,236;1,096;2,744;5,928;2,060;0,316;0,164;19,452;21,992
02.05.2024;CEST;16:30;16:45;MW;26,356;27,348;9,136;44,964;107,804;0,000;0,000;0,000;2,760;2,760
02.05.2024;CEST;16:45;17:00;MW;6,204;4,804;5,556;11,432;27,996;0,860;3,316;0,144;20,784;25,104
02.05.2024;CEST;17:00;17:15;MW;0,000;0,000;0,028;7,980;8,008;1,444;16,372;0,056;16,764;34,636
02.05.2024;CEST;17:15;17:30;MW;0,704;0,452;0,304;4,320;5,780;4,284;12,460;0,276;69,744;86,764
02.05.2024;CEST;17:30;17:45;MW;38,644;38,884;9,456;88,820;175,804;3,696;6,568;0,544;49,076;59,884
02.05.2024;CEST;17:45;18:00;MW;18,920;29,328;6,956;36,992;92,196;0,212;0,000;0,000;0,736;0,948
02.05.2024;CEST;18:00;18:15;MW;46,440;48,776;12,312;87,908;195,436;0,000;0,000;0,000;1,340;1,340
02.05.2024;CEST;18:15;18:30;MW;14,076;9,400;4,128;21,028;48,632;0,664;0,000;0,000;1,832;2,496
02.05.2024;CEST;18:30;18:45;MW;7,532;3,212;2,604;11,464;24,812;4,676;11,852;0,224;147,192;163,944
02.05.2024;CEST;18:45;19:00;MW;0,304;0,264;0,020;0,252;0,840;5,680;15,408;0,600;83,288;104,976
02.05.2024;CEST;19:00;19:15;MW;0,088;0,088;0,028;0,016;0,220;0,560;15,556;0,000;44,776;60,892
02.05.2024;CEST;19:15;19:30;MW;18,356;22,384;3,392;39,116;83,248;0,852;15,052;0,172;8,352;24,428
02.05.2024;CEST;19:30;19:45;MW;51,620;52,608;21,360;86,804;212,392;0,000;0,000;0,000;0,000;0,000
02.05.2024;CEST;19:45;20:00;MW;1,380;0,700;2,748;4,016;8,844;0,520;1,252;0,000;4,576;6,348
02.05.2024;CEST;20:00;20:15;MW;0,644;13,996;2,752;15,932;33,324;0,724;2,904;0,000;6,664;10,292
02.05.2024;CEST;20:15;20:30;MW;0,032;0,272;0,068;3,140;3,512;1,076;9,188;0,000;8,076;18,340
02.05.2024;CEST;20:30;20:45;MW;0,000;0,000;0,000;2,304;2,304;0,640;16,544;0,156;7,696;25,036
02.05.2024;CEST;20:45;21:00;MW;0,072;0,032;0,000;5,392;5,496;0,000;3,552;0,000;2,132;5,684
02.05.2024;CEST;21:00;21:15;MW;2,076;7,776;2,616;18,276;30,744;0,016;4,356;0,000;7,920;12,292
02.05.2024;CEST;21:15;21:30;MW;0,000;0,000;0,000;0,940;0,940;0,268;2,604;0,000;23,868;26,740
02.05.2024;CEST;21:30;21:45;MW;0,000;0,000;0,000;0,032;0,032;0,176;25,820;0,276;277,744;304,016
02.05.2024;CEST;21:45;22:00;MW;0,000;0,000;0,000;0,000;0,000;1,740;33,364;0,332;205,868;241,304
02.05.2024;CEST;22:00;22:15;MW;0,000;0,000;0,000;0,240;0,240;0,052;6,648;0,000;29,540;36,240
02.05.2024;CEST;22:15;22:30;MW;0,000;0,000;0,000;3,184;3,184;0,164;3,716;0,000;6,376;10,256
02.05.2024;CEST;22:30;22:45;MW;0,000;0,000;0,000;2,532;2,532;17,736;15,344;0,000;43,452;76,532
02.05.2024;CEST;22:45;23:00;MW;0,000;0,000;0,000;0,144;0,144;4,036;24,880;0,212;129,648;158,776
02.05.2024;CEST;23:00;23:15;MW;0,000;0,000;0,000;1,504;1,504;0,112;7,228;0,000;12,780;20,120
02.05.2024;CEST;23:15;23:30;MW;0,024;0,000;0,000;2,720;2,744;0,000;2,128;0,000;1,964;4,092
02.05.2024;CEST;23:30;23:45;MW;0,000;0,000;0,000;2,648;2,648;0,000;0,452;0,000;2,592;3,044
02.05.2024;CEST;23:45;00:00;MW;0,000;0,000;0,000;4,800;4,800;0,000;0,000;0,000;3,016;3,016
03.05.2024;CEST;00:00;00:15;MW;0,244;0,000;0,000;1,972;2,216;0,000;6,960;0,000;6,880;13,840
03.05.2024;CEST;00:15;00:30;MW;18,620;2,280;0,000;2,392;23,292;0,000;0,128;0,000;0,312;0,440
03.05.2024;CEST;00:30;00:45;MW;52,808;29,808;7,940;54,356;144,912;0,000;0,000;0,000;1,648;1,648
03.05.2024;CEST;00:45;01:00;MW;1,236;1,508;0,244;3,560;6,548;0,000;0,000;0,000;2,252;2,252
03.05.2024;CEST;01:00;01:15;MW;5,596;2,972;0,876;4,452;13,896;0,000;0,000;0,000;1,660;1,660
03.05.2024;CEST;01:15;01:30;MW;41,276;21,492;8,568;27,768;99,104;0,000;0,000;0,000;1,352;1,352
03.05.2024;CEST;01:30;01:45;MW;9,288;3,424;4,160;4,544;21,416;0,000;0,064;0,000;0,744;0,808
03.05.2024;CEST;01:45;02:00;MW;1,784;0,944;0,500;1,432;4,660;0,000;0,000;0,000;1,380;1,380
03.05.2024;CEST;02:00;02:15;MW;97,340;48,932;12,436;122,128;280,836;0,000;0,000;0,000;0,316;0,316
03.05.2024;CEST;02:15;02:30;MW;45,148;14,228;12,556;40,504;112,436;0,000;0,000;0,000;0,000;0,000
03.05.2024;CEST;02:30;02:45;MW;10,800;2,976;6,088;8,800;28,664;0,000;0,704;0,000;3,860;4,564
03.05.2024;CEST;02:45;03:00;MW;0,116;0,000;0,048;1,852;2,016;0,000;12,796;0,000;10,332;23,128
03.05.2024;CEST;03:00;03:15;MW;0,000;0,000;0,036;0,416;0,452;0,000;29,312;0,192;114,584;144,088
03.05.2024;CEST;03:15;03:30;MW;0,000;0,000;0,000;0,120;0,120;0,000;33,008;0,400;109,632;143,040
03.05.2024;CEST;03:30;03:45;MW;10,676;2,000;1,452;5,944;20,072;0,000;12,892;0,000;11,192;24,084
03.05.2024;CEST;03:45;04:00;MW;39,344;4,336;10,612;21,620;75,912;0,000;0,288;0,000;1,040;1,328
03.05.2024;CEST;04:00;04:15;MW;9,632;5,072;1,572;16,748;33,024;2,372;4,832;0,000;1,116;8,320
03.05.2024;CEST;04:15;04:30;MW;30,972;26,428;5,396;29,240;92,036;0,000;0,000;0,000;0,232;0,232
03.05.2024;CEST;04:30;04:45;MW;21,860;31,516;5,416;44,612;103,404;0,000;0,000;0,000;0,248;0,248
03.05.2024;CEST;04:45;05:00;MW;29,336;25,460;4,816;26,468;86,080;0,000;0,000;0,000;1,052;1,052
03.05.2024;CEST;05:00;05:15;MW;17,924;24,784;3,072;36,264;82,044;0,000;0,000;0,000;1,592;1,592
03.05.2024;CEST;05:15;05:30;MW;22,948;38,280;3,368;41,892;106,488;0,000;0,000;0,000;2,084;2,084
03.05.2024;CEST;05:30;05:45;MW;20,280;60,064;5,592;74,192;160,128;0,000;0,000;0,000;0,000;0,000
03.05.2024;CEST;05:45;06:00;MW;11,340;5,608;1,464;4,384;22,796;1,348;0,000;0,000;9,152;10,500
03.05.2024;CEST;06:00;06:15;MW;9,264;11,624;1,360;24,992;47,240;10,004;18,264;0,480;211,536;240,284
03.05.2024;CEST;06:15;06:30;MW;2,728;1,364;0,444;3,716;8,252;8,700;37,532;0,416;46,632;93,280
03.05.2024;CEST;06:30;06:45;MW;4,604;12,456;1,120;48,232;66,412;3,040;5,360;0,000;4,000;12,400
03.05.2024;CEST;06:45;07:00;MW;17,916;20,104;2,800;40,008;80,828;0,004;0,172;0,000;0,224;0,400
03.05.2024;CEST;07:00;07:15;MW;5,292;10,824;0,560;10,728;27,404;4,008;27,556;0,000;30,132;61,696
